target,target_end_date,location,age_group,type,quantile,value,pathogen
-28 day ahead inc hosp,2021-08-18,DE,00-04,quantile,0.025,67,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,00-04,quantile,0.1,68,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,00-04,quantile,0.25,69,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,00-04,quantile,0.5,70,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,00-04,quantile,0.75,71,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,00-04,quantile,0.9,72,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,00-04,quantile,0.975,73,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,00+,quantile,0.025,1792,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,00+,quantile,0.1,1804,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,00+,quantile,0.25,1818,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,00+,quantile,0.5,1836,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,00+,quantile,0.75,1859,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,00+,quantile,0.9,1884,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,00+,quantile,0.975,1920,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,05-14,quantile,0.025,42,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,05-14,quantile,0.1,42,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,05-14,quantile,0.25,42,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,05-14,quantile,0.5,42,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,05-14,quantile,0.75,43,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,05-14,quantile,0.9,44,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,05-14,quantile,0.975,45,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,15-34,quantile,0.025,410,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,15-34,quantile,0.1,412,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,15-34,quantile,0.25,413,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,15-34,quantile,0.5,415,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,15-34,quantile,0.75,418,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,15-34,quantile,0.9,422,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,15-34,quantile,0.975,427,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,35-59,quantile,0.025,729,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,35-59,quantile,0.1,737,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,35-59,quantile,0.25,747,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,35-59,quantile,0.5,763,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,35-59,quantile,0.75,784,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,35-59,quantile,0.9,811,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,35-59,quantile,0.975,852,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,60-79,quantile,0.025,338,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,60-79,quantile,0.1,340,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,60-79,quantile,0.25,341,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,60-79,quantile,0.5,344,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,60-79,quantile,0.75,346,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,60-79,quantile,0.9,348,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,60-79,quantile,0.975,352,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,80+,quantile,0.025,205,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,80+,quantile,0.1,205,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,80+,quantile,0.25,205,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,80+,quantile,0.5,205,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,80+,quantile,0.75,205,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,80+,quantile,0.9,205,COVID-19
-28 day ahead inc hosp,2021-08-18,DE,80+,quantile,0.975,205,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,00-04,quantile,0.025,67,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,00-04,quantile,0.1,68,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,00-04,quantile,0.25,69,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,00-04,quantile,0.5,70,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,00-04,quantile,0.75,71,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,00-04,quantile,0.9,71,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,00-04,quantile,0.975,72,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,00+,quantile,0.025,1887,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,00+,quantile,0.1,1899,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,00+,quantile,0.25,1913,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,00+,quantile,0.5,1931,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,00+,quantile,0.75,1952,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,00+,quantile,0.9,1976,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,00+,quantile,0.975,2008,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,05-14,quantile,0.025,47,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,05-14,quantile,0.1,47,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,05-14,quantile,0.25,47,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,05-14,quantile,0.5,47,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,05-14,quantile,0.75,48,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,05-14,quantile,0.9,49,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,05-14,quantile,0.975,50,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,15-34,quantile,0.025,449,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,15-34,quantile,0.1,451,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,15-34,quantile,0.25,452,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,15-34,quantile,0.5,455,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,15-34,quantile,0.75,458,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,15-34,quantile,0.9,461,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,15-34,quantile,0.975,466,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,35-59,quantile,0.025,753,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,35-59,quantile,0.1,761,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,35-59,quantile,0.25,772,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,35-59,quantile,0.5,787,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,35-59,quantile,0.75,808,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,35-59,quantile,0.9,832,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,35-59,quantile,0.975,868,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,60-79,quantile,0.025,362,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,60-79,quantile,0.1,364,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,60-79,quantile,0.25,366,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,60-79,quantile,0.5,368,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,60-79,quantile,0.75,370,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,60-79,quantile,0.9,373,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,60-79,quantile,0.975,376,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,80+,quantile,0.025,206,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,80+,quantile,0.1,206,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,80+,quantile,0.25,206,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,80+,quantile,0.5,206,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,80+,quantile,0.75,206,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,80+,quantile,0.9,206,COVID-19
-27 day ahead inc hosp,2021-08-19,DE,80+,quantile,0.975,207,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,00-04,quantile,0.025,73,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,00-04,quantile,0.1,74,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,00-04,quantile,0.25,75,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,00-04,quantile,0.5,76,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,00-04,quantile,0.75,77,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,00-04,quantile,0.9,78,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,00-04,quantile,0.975,80,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,00+,quantile,0.025,1980,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,00+,quantile,0.1,1993,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,00+,quantile,0.25,2007,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,00+,quantile,0.5,2025,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,00+,quantile,0.75,2046,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,00+,quantile,0.9,2069,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,00+,quantile,0.975,2100,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,05-14,quantile,0.025,50,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,05-14,quantile,0.1,50,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,05-14,quantile,0.25,50,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,05-14,quantile,0.5,50,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,05-14,quantile,0.75,50,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,05-14,quantile,0.9,52,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,05-14,quantile,0.975,53,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,15-34,quantile,0.025,461,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,15-34,quantile,0.1,462,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,15-34,quantile,0.25,464,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,15-34,quantile,0.5,466,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,15-34,quantile,0.75,469,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,15-34,quantile,0.9,472,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,15-34,quantile,0.975,477,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,35-59,quantile,0.025,803,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,35-59,quantile,0.1,812,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,35-59,quantile,0.25,823,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,35-59,quantile,0.5,838,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,35-59,quantile,0.75,858,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,35-59,quantile,0.9,880,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,35-59,quantile,0.975,913,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,60-79,quantile,0.025,381,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,60-79,quantile,0.1,383,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,60-79,quantile,0.25,385,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,60-79,quantile,0.5,388,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,60-79,quantile,0.75,391,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,60-79,quantile,0.9,394,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,60-79,quantile,0.975,399,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,80+,quantile,0.025,210,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,80+,quantile,0.1,210,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,80+,quantile,0.25,210,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,80+,quantile,0.5,210,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,80+,quantile,0.75,210,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,80+,quantile,0.9,210,COVID-19
-26 day ahead inc hosp,2021-08-20,DE,80+,quantile,0.975,210,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,00-04,quantile,0.025,79,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,00-04,quantile,0.1,80,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,00-04,quantile,0.25,81,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,00-04,quantile,0.5,82,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,00-04,quantile,0.75,84,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,00-04,quantile,0.9,85,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,00-04,quantile,0.975,86,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,00+,quantile,0.025,2075,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,00+,quantile,0.1,2088,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,00+,quantile,0.25,2102,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,00+,quantile,0.5,2121,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,00+,quantile,0.75,2142,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,00+,quantile,0.9,2165,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,00+,quantile,0.975,2194,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,05-14,quantile,0.025,56,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,05-14,quantile,0.1,56,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,05-14,quantile,0.25,56,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,05-14,quantile,0.5,56,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,05-14,quantile,0.75,58,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,05-14,quantile,0.9,59,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,05-14,quantile,0.975,60,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,15-34,quantile,0.025,468,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,15-34,quantile,0.1,469,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,15-34,quantile,0.25,471,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,15-34,quantile,0.5,474,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,15-34,quantile,0.75,477,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,15-34,quantile,0.9,480,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,15-34,quantile,0.975,485,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,35-59,quantile,0.025,846,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,35-59,quantile,0.1,855,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,35-59,quantile,0.25,866,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,35-59,quantile,0.5,880,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,35-59,quantile,0.75,898,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,35-59,quantile,0.9,918,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,35-59,quantile,0.975,946,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,60-79,quantile,0.025,406,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,60-79,quantile,0.1,409,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,60-79,quantile,0.25,412,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,60-79,quantile,0.5,415,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,60-79,quantile,0.75,419,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,60-79,quantile,0.9,424,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,60-79,quantile,0.975,430,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,80+,quantile,0.025,214,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,80+,quantile,0.1,214,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,80+,quantile,0.25,214,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,80+,quantile,0.5,214,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,80+,quantile,0.75,214,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,80+,quantile,0.9,214,COVID-19
-25 day ahead inc hosp,2021-08-21,DE,80+,quantile,0.975,216,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,00-04,quantile,0.025,77,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,00-04,quantile,0.1,78,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,00-04,quantile,0.25,79,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,00-04,quantile,0.5,81,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,00-04,quantile,0.75,82,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,00-04,quantile,0.9,84,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,00-04,quantile,0.975,85,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,00+,quantile,0.025,2152,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,00+,quantile,0.1,2166,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,00+,quantile,0.25,2181,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,00+,quantile,0.5,2200,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,00+,quantile,0.75,2222,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,00+,quantile,0.9,2245,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,00+,quantile,0.975,2275,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,05-14,quantile,0.025,56,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,05-14,quantile,0.1,56,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,05-14,quantile,0.25,56,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,05-14,quantile,0.5,56,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,05-14,quantile,0.75,58,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,05-14,quantile,0.9,59,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,05-14,quantile,0.975,60,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,15-34,quantile,0.025,479,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,15-34,quantile,0.1,481,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,15-34,quantile,0.25,484,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,15-34,quantile,0.5,487,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,15-34,quantile,0.75,491,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,15-34,quantile,0.9,495,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,15-34,quantile,0.975,501,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,35-59,quantile,0.025,892,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,35-59,quantile,0.1,902,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,35-59,quantile,0.25,912,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,35-59,quantile,0.5,927,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,35-59,quantile,0.75,945,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,35-59,quantile,0.9,964,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,35-59,quantile,0.975,991,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,60-79,quantile,0.025,417,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,60-79,quantile,0.1,420,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,60-79,quantile,0.25,424,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,60-79,quantile,0.5,429,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,60-79,quantile,0.75,435,COVID-19
-24 day ahead inc hosp,2021-08-22,DE,60-79,quantile,0.9,442,COVID-19
