target,target_end_date,location,age_group,type,quantile,value,pathogen
-28 day ahead inc hosp,2021-10-23,DE,00-04,quantile,0.025,75,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,00-04,quantile,0.1,75,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,00-04,quantile,0.25,75,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,00-04,quantile,0.5,75,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,00-04,quantile,0.75,75,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,00-04,quantile,0.9,77,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,00-04,quantile,0.975,78,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,00+,quantile,0.025,4358,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,00+,quantile,0.1,4372,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,00+,quantile,0.25,4387,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,00+,quantile,0.5,4408,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,00+,quantile,0.75,4434,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,00+,quantile,0.9,4464,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,00+,quantile,0.975,4507,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,05-14,quantile,0.025,57,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,05-14,quantile,0.1,57,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,05-14,quantile,0.25,57,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,05-14,quantile,0.5,58,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,05-14,quantile,0.75,60,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,05-14,quantile,0.9,61,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,05-14,quantile,0.975,62,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,15-34,quantile,0.025,469,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,15-34,quantile,0.1,469,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,15-34,quantile,0.25,472,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,15-34,quantile,0.5,480,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,15-34,quantile,0.75,494,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,15-34,quantile,0.9,516,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,15-34,quantile,0.975,559,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,35-59,quantile,0.025,1119,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,35-59,quantile,0.1,1123,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,35-59,quantile,0.25,1127,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,35-59,quantile,0.5,1134,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,35-59,quantile,0.75,1143,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,35-59,quantile,0.9,1154,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,35-59,quantile,0.975,1170,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,60-79,quantile,0.025,1373,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,60-79,quantile,0.1,1377,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,60-79,quantile,0.25,1384,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,60-79,quantile,0.5,1395,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,60-79,quantile,0.75,1413,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,60-79,quantile,0.9,1438,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,60-79,quantile,0.975,1483,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,80+,quantile,0.025,1246,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,80+,quantile,0.1,1248,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,80+,quantile,0.25,1253,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,80+,quantile,0.5,1267,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,80+,quantile,0.75,1299,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,80+,quantile,0.9,1367,COVID-19
-28 day ahead inc hosp,2021-10-23,DE,80+,quantile,0.975,1545,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,00-04,quantile,0.025,85,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,00-04,quantile,0.1,85,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,00-04,quantile,0.25,85,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,00-04,quantile,0.5,85,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,00-04,quantile,0.75,86,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,00-04,quantile,0.9,87,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,00-04,quantile,0.975,89,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,00+,quantile,0.025,4560,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,00+,quantile,0.1,4575,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,00+,quantile,0.25,4591,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,00+,quantile,0.5,4613,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,00+,quantile,0.75,4642,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,00+,quantile,0.9,4673,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,00+,quantile,0.975,4718,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,05-14,quantile,0.025,57,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,05-14,quantile,0.1,57,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,05-14,quantile,0.25,57,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,05-14,quantile,0.5,58,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,05-14,quantile,0.75,59,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,05-14,quantile,0.9,60,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,05-14,quantile,0.975,62,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,15-34,quantile,0.025,480,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,15-34,quantile,0.1,480,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,15-34,quantile,0.25,485,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,15-34,quantile,0.5,494,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,15-34,quantile,0.75,512,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,15-34,quantile,0.9,541,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,15-34,quantile,0.975,599,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,35-59,quantile,0.025,1157,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,35-59,quantile,0.1,1160,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,35-59,quantile,0.25,1165,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,35-59,quantile,0.5,1172,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,35-59,quantile,0.75,1181,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,35-59,quantile,0.9,1192,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,35-59,quantile,0.975,1208,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,60-79,quantile,0.025,1447,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,60-79,quantile,0.1,1452,COVID-19
-27 day ahead inc hosp,2021-10-24,DE,60-79,quantile,0.25,1460,COVID-19
