target,target_end_date,location,age_group,type,quantile,value,pathogen
-28 day ahead inc hosp,2021-10-10,DE,00-04,quantile,0.025,48,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,00-04,quantile,0.1,48,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,00-04,quantile,0.25,48,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,00-04,quantile,0.5,48,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,00-04,quantile,0.75,48,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,00-04,quantile,0.9,49,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,00-04,quantile,0.975,50,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,00+,quantile,0.025,2545,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,00+,quantile,0.1,2560,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,00+,quantile,0.25,2577,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,00+,quantile,0.5,2601,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,00+,quantile,0.75,2634,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,00+,quantile,0.9,2672,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,00+,quantile,0.975,2727,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,05-14,quantile,0.025,48,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,05-14,quantile,0.1,48,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,05-14,quantile,0.25,49,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,05-14,quantile,0.5,50,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,05-14,quantile,0.75,51,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,05-14,quantile,0.9,52,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,05-14,quantile,0.975,53,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,15-34,quantile,0.025,301,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,15-34,quantile,0.1,302,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,15-34,quantile,0.25,305,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,15-34,quantile,0.5,310,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,15-34,quantile,0.75,320,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,15-34,quantile,0.9,335,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,15-34,quantile,0.975,366,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,35-59,quantile,0.025,779,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,35-59,quantile,0.1,783,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,35-59,quantile,0.25,789,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,35-59,quantile,0.5,797,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,35-59,quantile,0.75,808,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,35-59,quantile,0.9,820,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,35-59,quantile,0.975,839,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,60-79,quantile,0.025,736,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,60-79,quantile,0.1,740,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,60-79,quantile,0.25,747,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,60-79,quantile,0.5,763,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,60-79,quantile,0.75,797,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,60-79,quantile,0.9,858,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,60-79,quantile,0.975,997,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,80+,quantile,0.025,611,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,80+,quantile,0.1,613,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,80+,quantile,0.25,619,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,80+,quantile,0.5,634,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,80+,quantile,0.75,675,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,80+,quantile,0.9,773,COVID-19
-28 day ahead inc hosp,2021-10-10,DE,80+,quantile,0.975,1061,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,00-04,quantile,0.025,48,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,00-04,quantile,0.1,48,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,00-04,quantile,0.25,48,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,00-04,quantile,0.5,48,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,00-04,quantile,0.75,48,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,00-04,quantile,0.9,49,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,00-04,quantile,0.975,49,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,00+,quantile,0.025,2574,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,00+,quantile,0.1,2587,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,00+,quantile,0.25,2601,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,00+,quantile,0.5,2621,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,00+,quantile,0.75,2645,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,00+,quantile,0.9,2672,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,00+,quantile,0.975,2708,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,05-14,quantile,0.025,47,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,05-14,quantile,0.1,47,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,05-14,quantile,0.25,48,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,05-14,quantile,0.5,49,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,05-14,quantile,0.75,50,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,05-14,quantile,0.9,50,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,05-14,quantile,0.975,51,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,15-34,quantile,0.025,293,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,15-34,quantile,0.1,294,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,15-34,quantile,0.25,297,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,15-34,quantile,0.5,303,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,15-34,quantile,0.75,316,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,15-34,quantile,0.9,340,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,15-34,quantile,0.975,398,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,35-59,quantile,0.025,769,COVID-19
-27 day ahead inc hosp,2021-10-11,DE,35-59,quantile,0.1,774,COVID-19
