target,target_end_date,location,age_group,type,quantile,value,pathogen
-28 day ahead inc hosp,2021-07-05,DE,00-04,quantile,0.025,6,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,00-04,quantile,0.1,6,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,00-04,quantile,0.25,6,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,00-04,quantile,0.5,6,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,00-04,quantile,0.75,7,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,00-04,quantile,0.9,8,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,00-04,quantile,0.975,9,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,00+,quantile,0.025,327,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,00+,quantile,0.1,328,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,00+,quantile,0.25,328,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,00+,quantile,0.5,328,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,00+,quantile,0.75,328,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,00+,quantile,0.9,329,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,00+,quantile,0.975,329,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,05-14,quantile,0.025,9,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,05-14,quantile,0.1,9,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,05-14,quantile,0.25,9,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,05-14,quantile,0.5,9,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,05-14,quantile,0.75,11,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,05-14,quantile,0.9,12,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,05-14,quantile,0.975,14,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,15-34,quantile,0.025,68,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,15-34,quantile,0.1,69,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,15-34,quantile,0.25,70,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,15-34,quantile,0.5,70,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,15-34,quantile,0.75,71,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,15-34,quantile,0.9,72,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,15-34,quantile,0.975,73,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,35-59,quantile,0.025,110,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,35-59,quantile,0.1,111,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,35-59,quantile,0.25,111,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,35-59,quantile,0.5,111,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,35-59,quantile,0.75,112,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,35-59,quantile,0.9,112,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,35-59,quantile,0.975,112,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,60-79,quantile,0.025,91,COVID-19
-28 day ahead inc hosp,2021-07-05,DE,60-79,quantile,0.1,91,COVID-19
