target,target_end_date,location,age_group,type,quantile,value,pathogen
-28 day ahead inc hosp,2021-07-26,DE,00-04,quantile,0.025,16,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,00-04,quantile,0.1,16,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,00-04,quantile,0.25,16,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,00-04,quantile,0.5,16,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,00-04,quantile,0.75,18,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,00-04,quantile,0.9,20,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,00-04,quantile,0.975,23,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,00+,quantile,0.025,566,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,00+,quantile,0.1,566,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,00+,quantile,0.25,566,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,00+,quantile,0.5,569,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,00+,quantile,0.75,577,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,00+,quantile,0.9,590,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,00+,quantile,0.975,614,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,05-14,quantile,0.025,7,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,05-14,quantile,0.1,7,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,05-14,quantile,0.25,7,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,05-14,quantile,0.5,7,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,05-14,quantile,0.75,11,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,05-14,quantile,0.9,14,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,05-14,quantile,0.975,18,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,15-34,quantile,0.025,158,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,15-34,quantile,0.1,158,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,15-34,quantile,0.25,158,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,15-34,quantile,0.5,158,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,15-34,quantile,0.75,159,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,15-34,quantile,0.9,161,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,15-34,quantile,0.975,166,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,35-59,quantile,0.025,206,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,35-59,quantile,0.1,206,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,35-59,quantile,0.25,206,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,35-59,quantile,0.5,207,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,35-59,quantile,0.75,211,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,35-59,quantile,0.9,217,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,35-59,quantile,0.975,230,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,60-79,quantile,0.025,116,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,60-79,quantile,0.1,117,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,60-79,quantile,0.25,117,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,60-79,quantile,0.5,118,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,60-79,quantile,0.75,120,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,60-79,quantile,0.9,124,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,60-79,quantile,0.975,131,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,80+,quantile,0.025,63,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,80+,quantile,0.1,63,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,80+,quantile,0.25,63,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,80+,quantile,0.5,64,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,80+,quantile,0.75,65,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,80+,quantile,0.9,67,COVID-19
-28 day ahead inc hosp,2021-07-26,DE,80+,quantile,0.975,69,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,00-04,quantile,0.025,14,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,00-04,quantile,0.1,14,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,00-04,quantile,0.25,14,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,00-04,quantile,0.5,14,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,00-04,quantile,0.75,16,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,00-04,quantile,0.9,18,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,00-04,quantile,0.975,21,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,00+,quantile,0.025,550,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,00+,quantile,0.1,550,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,00+,quantile,0.25,550,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,00+,quantile,0.5,554,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,00+,quantile,0.75,564,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,00+,quantile,0.9,578,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,00+,quantile,0.975,607,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,05-14,quantile,0.025,9,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,05-14,quantile,0.1,9,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,05-14,quantile,0.25,9,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,05-14,quantile,0.5,9,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,05-14,quantile,0.75,13,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,05-14,quantile,0.9,17,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,05-14,quantile,0.975,21,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,15-34,quantile,0.025,149,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,15-34,quantile,0.1,149,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,15-34,quantile,0.25,149,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,15-34,quantile,0.5,150,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,15-34,quantile,0.75,152,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,15-34,quantile,0.9,156,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,15-34,quantile,0.975,165,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,35-59,quantile,0.025,206,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,35-59,quantile,0.1,206,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,35-59,quantile,0.25,206,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,35-59,quantile,0.5,209,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,35-59,quantile,0.75,212,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,35-59,quantile,0.9,219,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,35-59,quantile,0.975,231,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,60-79,quantile,0.025,114,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,60-79,quantile,0.1,115,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,60-79,quantile,0.25,115,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,60-79,quantile,0.5,116,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,60-79,quantile,0.75,119,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,60-79,quantile,0.9,122,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,60-79,quantile,0.975,130,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,80+,quantile,0.025,58,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,80+,quantile,0.1,58,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,80+,quantile,0.25,58,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,80+,quantile,0.5,58,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,80+,quantile,0.75,59,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,80+,quantile,0.9,60,COVID-19
-27 day ahead inc hosp,2021-07-27,DE,80+,quantile,0.975,63,COVID-19
-26 day ahead inc hosp,2021-07-28,DE,00-04,quantile,0.025,16,COVID-19
-26 day ahead inc hosp,2021-07-28,DE,00-04,quantile,0.1,16,COVID-19
-26 day ahead inc hosp,2021-07-28,DE,00-04,quantile,0.25,16,COVID-19
-26 day ahead inc hosp,2021-07-28,DE,00-04,quantile,0.5,16,COVID-19
-26 day ahead inc hosp,2021-07-28,DE,00-04,quantile,0.75,19,COVID-19
-26 day ahead inc hosp,2021-07-28,DE,00-04,quantile,0.9,21,COVID-19
-26 day ahead inc hosp,2021-07-28,DE,00-04,quantile,0.975,24,COVID-19
-26 day ahead inc hosp,2021-07-28,DE,00+,quantile,0.025,615,COVID-19
-26 day ahead inc hosp,2021-07-28,DE,00+,quantile,0.1,615,COVID-19
-26 day ahead inc hosp,2021-07-28,DE,00+,quantile,0.25,615,COVID-19
-26 day ahead inc hosp,2021-07-28,DE,00+,quantile,0.5,619,COVID-19
-26 day ahead inc hosp,2021-07-28,DE,00+,quantile,0.75,627,COVID-19
-26 day ahead inc hosp,2021-07-28,DE,00+,quantile,0.9,641,COVID-19
-26 day ahead inc hosp,2021-07-28,DE,00+,quantile,0.975,668,COVID-19
-26 day ahead inc hosp,2021-07-28,DE,05-14,quantile,0.025,13,COVID-19
-26 day ahead inc hosp,2021-07-28,DE,05-14,quantile,0.1,13,COVID-19
-26 day ahead inc hosp,2021-07-28,DE,05-14,quantile,0.25,13,COVID-19
-26 day ahead inc hosp,2021-07-28,DE,05-14,quantile,0.5,13,COVID-19
-26 day ahead inc hosp,2021-07-28,DE,05-14,quantile,0.75,17,COVID-19
