target,target_end_date,location,age_group,type,quantile,value,pathogen
-28 day ahead inc hosp,2021-11-08,DE,00-04,quantile,0.025,93,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,00-04,quantile,0.1,93,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,00-04,quantile,0.25,93,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,00-04,quantile,0.5,93,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,00-04,quantile,0.75,95,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,00-04,quantile,0.9,97,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,00-04,quantile,0.975,98,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,00+,quantile,0.025,6763,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,00+,quantile,0.1,6795,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,00+,quantile,0.25,6832,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,00+,quantile,0.5,6883,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,00+,quantile,0.75,6949,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,00+,quantile,0.9,7024,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,00+,quantile,0.975,7131,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,05-14,quantile,0.025,108,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,05-14,quantile,0.1,109,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,05-14,quantile,0.25,111,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,05-14,quantile,0.5,113,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,05-14,quantile,0.75,114,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,05-14,quantile,0.9,116,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,05-14,quantile,0.975,118,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,15-34,quantile,0.025,553,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,15-34,quantile,0.1,556,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,15-34,quantile,0.25,560,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,15-34,quantile,0.5,566,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,15-34,quantile,0.75,574,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,15-34,quantile,0.9,584,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,15-34,quantile,0.975,601,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,35-59,quantile,0.025,1608,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,35-59,quantile,0.1,1615,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,35-59,quantile,0.25,1623,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,35-59,quantile,0.5,1635,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,35-59,quantile,0.75,1650,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,35-59,quantile,0.9,1667,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,35-59,quantile,0.975,1691,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,60-79,quantile,0.025,2174,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,60-79,quantile,0.1,2186,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,60-79,quantile,0.25,2202,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,60-79,quantile,0.5,2226,COVID-19
-28 day ahead inc hosp,2021-11-08,DE,60-79,quantile,0.75,2262,COVID-19
