target,target_end_date,location,age_group,type,quantile,value,pathogen
-28 day ahead inc hosp,2021-07-10,DE,00-04,quantile,0.025,5,COVID-19
-28 day ahead inc hosp,2021-07-10,DE,00-04,quantile,0.1,5,COVID-19
-28 day ahead inc hosp,2021-07-10,DE,00-04,quantile,0.25,5,COVID-19
-28 day ahead inc hosp,2021-07-10,DE,00-04,quantile,0.5,5,COVID-19
-28 day ahead inc hosp,2021-07-10,DE,00-04,quantile,0.75,6,COVID-19
-28 day ahead inc hosp,2021-07-10,DE,00-04,quantile,0.9,7,COVID-19
-28 day ahead inc hosp,2021-07-10,DE,00-04,quantile,0.975,9,COVID-19
-28 day ahead inc hosp,2021-07-10,DE,00+,quantile,0.025,330,COVID-19
-28 day ahead inc hosp,2021-07-10,DE,00+,quantile,0.1,332,COVID-19
-28 day ahead inc hosp,2021-07-10,DE,00+,quantile,0.25,333,COVID-19
-28 day ahead inc hosp,2021-07-10,DE,00+,quantile,0.5,335,COVID-19
-28 day ahead inc hosp,2021-07-10,DE,00+,quantile,0.75,338,COVID-19
-28 day ahead inc hosp,2021-07-10,DE,00+,quantile,0.9,341,COVID-19
-28 day ahead inc hosp,2021-07-10,DE,00+,quantile,0.975,345,COVID-19
-28 day ahead inc hosp,2021-07-10,DE,05-14,quantile,0.025,4,COVID-19
-28 day ahead inc hosp,2021-07-10,DE,05-14,quantile,0.1,4,COVID-19
-28 day ahead inc hosp,2021-07-10,DE,05-14,quantile,0.25,4,COVID-19
-28 day ahead inc hosp,2021-07-10,DE,05-14,quantile,0.5,4,COVID-19
-28 day ahead inc hosp,2021-07-10,DE,05-14,quantile,0.75,8,COVID-19
-28 day ahead inc hosp,2021-07-10,DE,05-14,quantile,0.9,11,COVID-19
-28 day ahead inc hosp,2021-07-10,DE,05-14,quantile,0.975,15,COVID-19
-28 day ahead inc hosp,2021-07-10,DE,15-34,quantile,0.025,71,COVID-19
-28 day ahead inc hosp,2021-07-10,DE,15-34,quantile,0.1,71,COVID-19
-28 day ahead inc hosp,2021-07-10,DE,15-34,quantile,0.25,72,COVID-19
