target,target_end_date,location,age_group,type,quantile,value,pathogen
-28 day ahead inc hosp,2021-10-05,DE,00-04,quantile,0.025,78,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,00-04,quantile,0.1,78,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,00-04,quantile,0.25,78,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,00-04,quantile,0.5,79,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,00-04,quantile,0.75,79,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,00-04,quantile,0.9,79,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,00-04,quantile,0.975,80,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,00+,quantile,0.025,2493,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,00+,quantile,0.1,2515,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,00+,quantile,0.25,2541,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,00+,quantile,0.5,2577,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,00+,quantile,0.75,2624,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,00+,quantile,0.9,2677,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,00+,quantile,0.975,2754,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,05-14,quantile,0.025,46,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,05-14,quantile,0.1,46,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,05-14,quantile,0.25,46,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,05-14,quantile,0.5,47,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,05-14,quantile,0.75,48,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,05-14,quantile,0.9,48,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,05-14,quantile,0.975,49,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,15-34,quantile,0.025,363,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,15-34,quantile,0.1,367,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,15-34,quantile,0.25,373,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,15-34,quantile,0.5,385,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,15-34,quantile,0.75,406,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,15-34,quantile,0.9,439,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,15-34,quantile,0.975,505,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,35-59,quantile,0.025,791,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,35-59,quantile,0.1,799,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,35-59,quantile,0.25,809,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,35-59,quantile,0.5,823,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,35-59,quantile,0.75,842,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,35-59,quantile,0.9,864,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,35-59,quantile,0.975,899,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,60-79,quantile,0.025,634,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,60-79,quantile,0.1,639,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,60-79,quantile,0.25,647,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,60-79,quantile,0.5,666,COVID-19
-28 day ahead inc hosp,2021-10-05,DE,60-79,quantile,0.75,707,COVID-19
