target,target_end_date,location,age_group,type,quantile,value,pathogen
-28 day ahead inc hosp,2021-10-27,DE,00-04,quantile,0.025,90,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,00-04,quantile,0.1,90,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,00-04,quantile,0.25,90,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,00-04,quantile,0.5,90,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,00-04,quantile,0.75,92,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,00-04,quantile,0.9,93,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,00-04,quantile,0.975,95,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,00+,quantile,0.025,4849,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,00+,quantile,0.1,4868,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,00+,quantile,0.25,4890,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,00+,quantile,0.5,4920,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,00+,quantile,0.75,4959,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,00+,quantile,0.9,5003,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,00+,quantile,0.975,5066,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,05-14,quantile,0.025,53,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,05-14,quantile,0.1,53,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,05-14,quantile,0.25,53,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,05-14,quantile,0.5,53,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,05-14,quantile,0.75,54,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,05-14,quantile,0.9,56,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,05-14,quantile,0.975,57,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,15-34,quantile,0.025,504,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,15-34,quantile,0.1,506,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,15-34,quantile,0.25,510,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,15-34,quantile,0.5,517,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,15-34,quantile,0.75,530,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,15-34,quantile,0.9,550,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,15-34,quantile,0.975,586,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,35-59,quantile,0.025,1270,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,35-59,quantile,0.1,1274,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,35-59,quantile,0.25,1280,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,35-59,quantile,0.5,1289,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,35-59,quantile,0.75,1302,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,35-59,quantile,0.9,1318,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,35-59,quantile,0.975,1344,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,60-79,quantile,0.025,1504,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,60-79,quantile,0.1,1510,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,60-79,quantile,0.25,1520,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,60-79,quantile,0.5,1535,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,60-79,quantile,0.75,1559,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,60-79,quantile,0.9,1591,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,60-79,quantile,0.975,1646,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,80+,quantile,0.025,1395,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,80+,quantile,0.1,1400,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,80+,quantile,0.25,1410,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,80+,quantile,0.5,1435,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,80+,quantile,0.75,1496,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,80+,quantile,0.9,1620,COVID-19
-28 day ahead inc hosp,2021-10-27,DE,80+,quantile,0.975,1941,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,00-04,quantile,0.025,89,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,00-04,quantile,0.1,89,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,00-04,quantile,0.25,89,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,00-04,quantile,0.5,89,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,00-04,quantile,0.75,91,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,00-04,quantile,0.9,92,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,00-04,quantile,0.975,94,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,00+,quantile,0.025,5167,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,00+,quantile,0.1,5189,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,00+,quantile,0.25,5213,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,00+,quantile,0.5,5248,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,00+,quantile,0.75,5292,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,00+,quantile,0.9,5343,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,00+,quantile,0.975,5416,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,05-14,quantile,0.025,60,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,05-14,quantile,0.1,60,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,05-14,quantile,0.25,60,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,05-14,quantile,0.5,60,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,05-14,quantile,0.75,61,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,05-14,quantile,0.9,63,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,05-14,quantile,0.975,65,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,15-34,quantile,0.025,523,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,15-34,quantile,0.1,523,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,15-34,quantile,0.25,528,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,15-34,quantile,0.5,535,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,15-34,quantile,0.75,549,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,15-34,quantile,0.9,570,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,15-34,quantile,0.975,609,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,35-59,quantile,0.025,1341,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,35-59,quantile,0.1,1347,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,35-59,quantile,0.25,1354,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,35-59,quantile,0.5,1365,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,35-59,quantile,0.75,1381,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,35-59,quantile,0.9,1401,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,35-59,quantile,0.975,1432,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,60-79,quantile,0.025,1608,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,60-79,quantile,0.1,1615,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,60-79,quantile,0.25,1625,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,60-79,quantile,0.5,1642,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,60-79,quantile,0.75,1667,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,60-79,quantile,0.9,1701,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,60-79,quantile,0.975,1758,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,80+,quantile,0.025,1511,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,80+,quantile,0.1,1517,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,80+,quantile,0.25,1529,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,80+,quantile,0.5,1557,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,80+,quantile,0.75,1621,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,80+,quantile,0.9,1749,COVID-19
-27 day ahead inc hosp,2021-10-28,DE,80+,quantile,0.975,2069,COVID-19
-26 day ahead inc hosp,2021-10-29,DE,00-04,quantile,0.025,85,COVID-19
-26 day ahead inc hosp,2021-10-29,DE,00-04,quantile,0.1,85,COVID-19
-26 day ahead inc hosp,2021-10-29,DE,00-04,quantile,0.25,85,COVID-19
