target,target_end_date,location,age_group,type,quantile,value,pathogen
-28 day ahead inc hosp,2021-09-03,DE,00-04,quantile,0.025,68,COVID-19
-28 day ahead inc hosp,2021-09-03,DE,00-04,quantile,0.1,69,COVID-19
-28 day ahead inc hosp,2021-09-03,DE,00-04,quantile,0.25,70,COVID-19
-28 day ahead inc hosp,2021-09-03,DE,00-04,quantile,0.5,71,COVID-19
-28 day ahead inc hosp,2021-09-03,DE,00-04,quantile,0.75,72,COVID-19
-28 day ahead inc hosp,2021-09-03,DE,00-04,quantile,0.9,74,COVID-19
-28 day ahead inc hosp,2021-09-03,DE,00-04,quantile,0.975,75,COVID-19
-28 day ahead inc hosp,2021-09-03,DE,00+,quantile,0.025,3047,COVID-19
-28 day ahead inc hosp,2021-09-03,DE,00+,quantile,0.1,3079,COVID-19
-28 day ahead inc hosp,2021-09-03,DE,00+,quantile,0.25,3119,COVID-19
-28 day ahead inc hosp,2021-09-03,DE,00+,quantile,0.5,3178,COVID-19
-28 day ahead inc hosp,2021-09-03,DE,00+,quantile,0.75,3261,COVID-19
-28 day ahead inc hosp,2021-09-03,DE,00+,quantile,0.9,3362,COVID-19
-28 day ahead inc hosp,2021-09-03,DE,00+,quantile,0.975,3517,COVID-19
-28 day ahead inc hosp,2021-09-03,DE,05-14,quantile,0.025,73,COVID-19
-28 day ahead inc hosp,2021-09-03,DE,05-14,quantile,0.1,74,COVID-19
-28 day ahead inc hosp,2021-09-03,DE,05-14,quantile,0.25,74,COVID-19
-28 day ahead inc hosp,2021-09-03,DE,05-14,quantile,0.5,75,COVID-19
-28 day ahead inc hosp,2021-09-03,DE,05-14,quantile,0.75,75,COVID-19
-28 day ahead inc hosp,2021-09-03,DE,05-14,quantile,0.9,76,COVID-19
-28 day ahead inc hosp,2021-09-03,DE,05-14,quantile,0.975,76,COVID-19
-28 day ahead inc hosp,2021-09-03,DE,15-34,quantile,0.025,587,COVID-19
-28 day ahead inc hosp,2021-09-03,DE,15-34,quantile,0.1,591,COVID-19
-28 day ahead inc hosp,2021-09-03,DE,15-34,quantile,0.25,596,COVID-19
-28 day ahead inc hosp,2021-09-03,DE,15-34,quantile,0.5,605,COVID-19
