target,target_end_date,location,age_group,type,quantile,value,pathogen
-28 day ahead inc hosp,2021-07-18,DE,00-04,quantile,0.025,8,COVID-19
-28 day ahead inc hosp,2021-07-18,DE,00-04,quantile,0.1,8,COVID-19
-28 day ahead inc hosp,2021-07-18,DE,00-04,quantile,0.25,8,COVID-19
-28 day ahead inc hosp,2021-07-18,DE,00-04,quantile,0.5,8,COVID-19
-28 day ahead inc hosp,2021-07-18,DE,00-04,quantile,0.75,10,COVID-19
-28 day ahead inc hosp,2021-07-18,DE,00-04,quantile,0.9,12,COVID-19
-28 day ahead inc hosp,2021-07-18,DE,00-04,quantile,0.975,14,COVID-19
-28 day ahead inc hosp,2021-07-18,DE,00+,quantile,0.025,381,COVID-19
-28 day ahead inc hosp,2021-07-18,DE,00+,quantile,0.1,383,COVID-19
-28 day ahead inc hosp,2021-07-18,DE,00+,quantile,0.25,385,COVID-19
-28 day ahead inc hosp,2021-07-18,DE,00+,quantile,0.5,390,COVID-19
-28 day ahead inc hosp,2021-07-18,DE,00+,quantile,0.75,396,COVID-19
-28 day ahead inc hosp,2021-07-18,DE,00+,quantile,0.9,405,COVID-19
-28 day ahead inc hosp,2021-07-18,DE,00+,quantile,0.975,420,COVID-19
-28 day ahead inc hosp,2021-07-18,DE,05-14,quantile,0.025,3,COVID-19
-28 day ahead inc hosp,2021-07-18,DE,05-14,quantile,0.1,3,COVID-19
-28 day ahead inc hosp,2021-07-18,DE,05-14,quantile,0.25,3,COVID-19
-28 day ahead inc hosp,2021-07-18,DE,05-14,quantile,0.5,5,COVID-19
-28 day ahead inc hosp,2021-07-18,DE,05-14,quantile,0.75,9,COVID-19
-28 day ahead inc hosp,2021-07-18,DE,05-14,quantile,0.9,13,COVID-19
-28 day ahead inc hosp,2021-07-18,DE,05-14,quantile,0.975,17,COVID-19
-28 day ahead inc hosp,2021-07-18,DE,15-34,quantile,0.025,95,COVID-19
-28 day ahead inc hosp,2021-07-18,DE,15-34,quantile,0.1,95,COVID-19
