target,target_end_date,location,age_group,type,quantile,value,pathogen
-28 day ahead inc hosp,2021-07-30,DE,00-04,quantile,0.025,20,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,00-04,quantile,0.1,20,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,00-04,quantile,0.25,20,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,00-04,quantile,0.5,20,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,00-04,quantile,0.75,23,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,00-04,quantile,0.9,26,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,00-04,quantile,0.975,29,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,00+,quantile,0.025,684,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,00+,quantile,0.1,684,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,00+,quantile,0.25,688,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,00+,quantile,0.5,698,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,00+,quantile,0.75,718,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,00+,quantile,0.9,748,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,00+,quantile,0.975,809,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,05-14,quantile,0.025,17,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,05-14,quantile,0.1,17,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,05-14,quantile,0.25,17,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,05-14,quantile,0.5,17,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,05-14,quantile,0.75,19,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,05-14,quantile,0.9,22,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,05-14,quantile,0.975,24,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,15-34,quantile,0.025,167,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,15-34,quantile,0.1,167,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,15-34,quantile,0.25,167,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,15-34,quantile,0.5,167,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,15-34,quantile,0.75,167,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,15-34,quantile,0.9,167,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,15-34,quantile,0.975,167,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,35-59,quantile,0.025,242,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,35-59,quantile,0.1,242,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,35-59,quantile,0.25,244,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,35-59,quantile,0.5,248,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,35-59,quantile,0.75,256,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,35-59,quantile,0.9,269,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,35-59,quantile,0.975,296,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,60-79,quantile,0.025,145,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,60-79,quantile,0.1,145,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,60-79,quantile,0.25,147,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,60-79,quantile,0.5,151,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,60-79,quantile,0.75,158,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,60-79,quantile,0.9,171,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,60-79,quantile,0.975,199,COVID-19
-28 day ahead inc hosp,2021-07-30,DE,80+,quantile,0.025,93,COVID-19
