target,target_end_date,location,age_group,type,quantile,value,pathogen
-28 day ahead inc hosp,2021-09-25,DE,00-04,quantile,0.025,75,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,00-04,quantile,0.1,75,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,00-04,quantile,0.25,76,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,00-04,quantile,0.5,76,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,00-04,quantile,0.75,76,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,00-04,quantile,0.9,77,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,00-04,quantile,0.975,77,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,00+,quantile,0.025,2509,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,00+,quantile,0.1,2550,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,00+,quantile,0.25,2605,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,00+,quantile,0.5,2694,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,00+,quantile,0.75,2828,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,00+,quantile,0.9,3007,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,00+,quantile,0.975,3303,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,05-14,quantile,0.025,58,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,05-14,quantile,0.1,58,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,05-14,quantile,0.25,59,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,05-14,quantile,0.5,59,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,05-14,quantile,0.75,60,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,05-14,quantile,0.9,60,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,05-14,quantile,0.975,61,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,15-34,quantile,0.025,404,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,15-34,quantile,0.1,411,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,15-34,quantile,0.25,422,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,15-34,quantile,0.5,443,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,15-34,quantile,0.75,484,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,15-34,quantile,0.9,549,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,15-34,quantile,0.975,680,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,35-59,quantile,0.025,856,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,35-59,quantile,0.1,872,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,35-59,quantile,0.25,895,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,35-59,quantile,0.5,935,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,35-59,quantile,0.75,1000,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,35-59,quantile,0.9,1093,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,35-59,quantile,0.975,1259,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,60-79,quantile,0.025,646,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,60-79,quantile,0.1,655,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,60-79,quantile,0.25,672,COVID-19
-28 day ahead inc hosp,2021-09-25,DE,60-79,quantile,0.5,708,COVID-19
