target,target_end_date,location,age_group,type,quantile,value,pathogen
-28 day ahead inc hosp,2021-08-25,DE,00-04,quantile,0.025,79,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,00-04,quantile,0.1,80,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,00-04,quantile,0.25,81,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,00-04,quantile,0.5,82,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,00-04,quantile,0.75,83,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,00-04,quantile,0.9,84,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,00-04,quantile,0.975,86,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,00+,quantile,0.025,2500,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,00+,quantile,0.1,2525,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,00+,quantile,0.25,2554,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,00+,quantile,0.5,2598,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,00+,quantile,0.75,2656,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,00+,quantile,0.9,2725,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,00+,quantile,0.975,2827,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,05-14,quantile,0.025,60,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,05-14,quantile,0.1,61,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,05-14,quantile,0.25,62,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,05-14,quantile,0.5,63,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,05-14,quantile,0.75,64,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,05-14,quantile,0.9,65,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,05-14,quantile,0.975,65,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,15-34,quantile,0.025,574,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,15-34,quantile,0.1,580,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,15-34,quantile,0.25,586,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,15-34,quantile,0.5,595,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,15-34,quantile,0.75,607,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,15-34,quantile,0.9,621,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,15-34,quantile,0.975,641,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,35-59,quantile,0.025,1017,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,35-59,quantile,0.1,1028,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,35-59,quantile,0.25,1047,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,35-59,quantile,0.5,1084,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,35-59,quantile,0.75,1151,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,35-59,quantile,0.9,1258,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,35-59,quantile,0.975,1473,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,60-79,quantile,0.025,510,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,60-79,quantile,0.1,513,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,60-79,quantile,0.25,516,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,60-79,quantile,0.5,520,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,60-79,quantile,0.75,525,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,60-79,quantile,0.9,529,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,60-79,quantile,0.975,536,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,80+,quantile,0.025,244,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,80+,quantile,0.1,246,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,80+,quantile,0.25,249,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,80+,quantile,0.5,254,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,80+,quantile,0.75,262,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,80+,quantile,0.9,272,COVID-19
-28 day ahead inc hosp,2021-08-25,DE,80+,quantile,0.975,288,COVID-19
-27 day ahead inc hosp,2021-08-26,DE,00-04,quantile,0.025,88,COVID-19
-27 day ahead inc hosp,2021-08-26,DE,00-04,quantile,0.1,88,COVID-19
-27 day ahead inc hosp,2021-08-26,DE,00-04,quantile,0.25,88,COVID-19
-27 day ahead inc hosp,2021-08-26,DE,00-04,quantile,0.5,90,COVID-19
-27 day ahead inc hosp,2021-08-26,DE,00-04,quantile,0.75,91,COVID-19
-27 day ahead inc hosp,2021-08-26,DE,00-04,quantile,0.9,92,COVID-19
-27 day ahead inc hosp,2021-08-26,DE,00-04,quantile,0.975,93,COVID-19
-27 day ahead inc hosp,2021-08-26,DE,00+,quantile,0.025,2663,COVID-19
-27 day ahead inc hosp,2021-08-26,DE,00+,quantile,0.1,2689,COVID-19
-27 day ahead inc hosp,2021-08-26,DE,00+,quantile,0.25,2718,COVID-19
-27 day ahead inc hosp,2021-08-26,DE,00+,quantile,0.5,2760,COVID-19
-27 day ahead inc hosp,2021-08-26,DE,00+,quantile,0.75,2815,COVID-19
-27 day ahead inc hosp,2021-08-26,DE,00+,quantile,0.9,2878,COVID-19
-27 day ahead inc hosp,2021-08-26,DE,00+,quantile,0.975,2968,COVID-19
-27 day ahead inc hosp,2021-08-26,DE,05-14,quantile,0.025,66,COVID-19
-27 day ahead inc hosp,2021-08-26,DE,05-14,quantile,0.1,67,COVID-19
-27 day ahead inc hosp,2021-08-26,DE,05-14,quantile,0.25,68,COVID-19
-27 day ahead inc hosp,2021-08-26,DE,05-14,quantile,0.5,69,COVID-19
