target,target_end_date,location,age_group,type,quantile,value,pathogen
-28 day ahead inc hosp,2021-07-24,DE,00-04,quantile,0.025,14,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,00-04,quantile,0.1,14,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,00-04,quantile,0.25,14,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,00-04,quantile,0.5,14,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,00-04,quantile,0.75,16,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,00-04,quantile,0.9,18,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,00-04,quantile,0.975,21,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,00+,quantile,0.025,550,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,00+,quantile,0.1,550,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,00+,quantile,0.25,550,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,00+,quantile,0.5,551,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,00+,quantile,0.75,557,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,00+,quantile,0.9,567,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,00+,quantile,0.975,586,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,05-14,quantile,0.025,4,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,05-14,quantile,0.1,4,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,05-14,quantile,0.25,4,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,05-14,quantile,0.5,4,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,05-14,quantile,0.75,8,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,05-14,quantile,0.9,12,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,05-14,quantile,0.975,16,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,15-34,quantile,0.025,154,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,15-34,quantile,0.1,154,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,15-34,quantile,0.25,154,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,15-34,quantile,0.5,154,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,15-34,quantile,0.75,155,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,15-34,quantile,0.9,157,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,15-34,quantile,0.975,162,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,35-59,quantile,0.025,202,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,35-59,quantile,0.1,202,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,35-59,quantile,0.25,202,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,35-59,quantile,0.5,203,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,35-59,quantile,0.75,206,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,35-59,quantile,0.9,212,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,35-59,quantile,0.975,223,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,60-79,quantile,0.025,109,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,60-79,quantile,0.1,109,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,60-79,quantile,0.25,109,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,60-79,quantile,0.5,110,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,60-79,quantile,0.75,110,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,60-79,quantile,0.9,112,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,60-79,quantile,0.975,114,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,80+,quantile,0.025,67,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,80+,quantile,0.1,67,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,80+,quantile,0.25,67,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,80+,quantile,0.5,68,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,80+,quantile,0.75,69,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,80+,quantile,0.9,70,COVID-19
-28 day ahead inc hosp,2021-07-24,DE,80+,quantile,0.975,73,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,00-04,quantile,0.025,18,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,00-04,quantile,0.1,18,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,00-04,quantile,0.25,18,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,00-04,quantile,0.5,18,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,00-04,quantile,0.75,20,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,00-04,quantile,0.9,22,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,00-04,quantile,0.975,25,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,00+,quantile,0.025,574,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,00+,quantile,0.1,574,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,00+,quantile,0.25,574,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,00+,quantile,0.5,578,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,00+,quantile,0.75,586,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,00+,quantile,0.9,598,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,00+,quantile,0.975,622,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,05-14,quantile,0.025,7,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,05-14,quantile,0.1,7,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,05-14,quantile,0.25,7,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,05-14,quantile,0.5,7,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,05-14,quantile,0.75,11,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,05-14,quantile,0.9,15,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,05-14,quantile,0.975,20,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,15-34,quantile,0.025,162,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,15-34,quantile,0.1,162,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,15-34,quantile,0.25,162,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,15-34,quantile,0.5,162,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,15-34,quantile,0.75,164,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,15-34,quantile,0.9,166,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,15-34,quantile,0.975,170,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,35-59,quantile,0.025,208,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,35-59,quantile,0.1,208,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,35-59,quantile,0.25,208,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,35-59,quantile,0.5,210,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,35-59,quantile,0.75,213,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,35-59,quantile,0.9,220,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,35-59,quantile,0.975,232,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,60-79,quantile,0.025,115,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,60-79,quantile,0.1,116,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,60-79,quantile,0.25,116,COVID-19
-27 day ahead inc hosp,2021-07-25,DE,60-79,quantile,0.5,117,COVID-19
