target,target_end_date,location,age_group,type,quantile,value,pathogen
-28 day ahead inc hosp,2021-08-15,DE,00-04,quantile,0.025,53,COVID-19
-28 day ahead inc hosp,2021-08-15,DE,00-04,quantile,0.1,54,COVID-19
-28 day ahead inc hosp,2021-08-15,DE,00-04,quantile,0.25,55,COVID-19
-28 day ahead inc hosp,2021-08-15,DE,00-04,quantile,0.5,56,COVID-19
-28 day ahead inc hosp,2021-08-15,DE,00-04,quantile,0.75,57,COVID-19
-28 day ahead inc hosp,2021-08-15,DE,00-04,quantile,0.9,57,COVID-19
-28 day ahead inc hosp,2021-08-15,DE,00-04,quantile,0.975,58,COVID-19
-28 day ahead inc hosp,2021-08-15,DE,00+,quantile,0.025,1461,COVID-19
-28 day ahead inc hosp,2021-08-15,DE,00+,quantile,0.1,1466,COVID-19
-28 day ahead inc hosp,2021-08-15,DE,00+,quantile,0.25,1472,COVID-19
-28 day ahead inc hosp,2021-08-15,DE,00+,quantile,0.5,1479,COVID-19
-28 day ahead inc hosp,2021-08-15,DE,00+,quantile,0.75,1488,COVID-19
-28 day ahead inc hosp,2021-08-15,DE,00+,quantile,0.9,1498,COVID-19
-28 day ahead inc hosp,2021-08-15,DE,00+,quantile,0.975,1512,COVID-19
-28 day ahead inc hosp,2021-08-15,DE,05-14,quantile,0.025,33,COVID-19
-28 day ahead inc hosp,2021-08-15,DE,05-14,quantile,0.1,33,COVID-19
-28 day ahead inc hosp,2021-08-15,DE,05-14,quantile,0.25,33,COVID-19
-28 day ahead inc hosp,2021-08-15,DE,05-14,quantile,0.5,33,COVID-19
-28 day ahead inc hosp,2021-08-15,DE,05-14,quantile,0.75,34,COVID-19
-28 day ahead inc hosp,2021-08-15,DE,05-14,quantile,0.9,35,COVID-19
-28 day ahead inc hosp,2021-08-15,DE,05-14,quantile,0.975,37,COVID-19
-28 day ahead inc hosp,2021-08-15,DE,15-34,quantile,0.025,340,COVID-19
-28 day ahead inc hosp,2021-08-15,DE,15-34,quantile,0.1,340,COVID-19
