target,target_end_date,location,age_group,type,quantile,value,pathogen
-28 day ahead inc hosp,2021-10-07,DE,00-04,quantile,0.025,54,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,00-04,quantile,0.1,54,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,00-04,quantile,0.25,54,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,00-04,quantile,0.5,55,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,00-04,quantile,0.75,55,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,00-04,quantile,0.9,55,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,00-04,quantile,0.975,56,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,00+,quantile,0.025,2400,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,00+,quantile,0.1,2420,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,00+,quantile,0.25,2443,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,00+,quantile,0.5,2475,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,00+,quantile,0.75,2517,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,00+,quantile,0.9,2564,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,00+,quantile,0.975,2632,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,05-14,quantile,0.025,42,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,05-14,quantile,0.1,42,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,05-14,quantile,0.25,42,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,05-14,quantile,0.5,43,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,05-14,quantile,0.75,45,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,05-14,quantile,0.9,45,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,05-14,quantile,0.975,46,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,15-34,quantile,0.025,311,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,15-34,quantile,0.1,314,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,15-34,quantile,0.25,319,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,15-34,quantile,0.5,328,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,15-34,quantile,0.75,344,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,15-34,quantile,0.9,369,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,15-34,quantile,0.975,414,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,35-59,quantile,0.025,749,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,35-59,quantile,0.1,757,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,35-59,quantile,0.25,766,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,35-59,quantile,0.5,780,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,35-59,quantile,0.75,797,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,35-59,quantile,0.9,817,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,35-59,quantile,0.975,845,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,60-79,quantile,0.025,651,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,60-79,quantile,0.1,654,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,60-79,quantile,0.25,660,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,60-79,quantile,0.5,674,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,60-79,quantile,0.75,702,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,60-79,quantile,0.9,754,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,60-79,quantile,0.975,874,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,80+,quantile,0.025,562,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,80+,quantile,0.1,565,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,80+,quantile,0.25,572,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,80+,quantile,0.5,595,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,80+,quantile,0.75,662,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,80+,quantile,0.9,826,COVID-19
-28 day ahead inc hosp,2021-10-07,DE,80+,quantile,0.975,1331,COVID-19
-27 day ahead inc hosp,2021-10-08,DE,00-04,quantile,0.025,49,COVID-19
-27 day ahead inc hosp,2021-10-08,DE,00-04,quantile,0.1,49,COVID-19
-27 day ahead inc hosp,2021-10-08,DE,00-04,quantile,0.25,50,COVID-19
-27 day ahead inc hosp,2021-10-08,DE,00-04,quantile,0.5,50,COVID-19
-27 day ahead inc hosp,2021-10-08,DE,00-04,quantile,0.75,50,COVID-19
-27 day ahead inc hosp,2021-10-08,DE,00-04,quantile,0.9,51,COVID-19
-27 day ahead inc hosp,2021-10-08,DE,00-04,quantile,0.975,51,COVID-19
