forecast_date,target,target_end_date,location,age_group,type,quantile,value,pathogen
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,00-04,quantile,0.025,405,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,00-04,quantile,0.1,410,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,00-04,quantile,0.25,414,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,00-04,quantile,0.5,419,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,00-04,quantile,0.75,424,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,00-04,quantile,0.9,428,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,00-04,quantile,0.975,433,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,00+,quantile,0.025,11595,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,00+,quantile,0.1,11670,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,00+,quantile,0.25,11749,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,00+,quantile,0.5,11851,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,00+,quantile,0.75,11970,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,00+,quantile,0.9,12096,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,00+,quantile,0.975,12260,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,05-14,quantile,0.025,269,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,05-14,quantile,0.1,272,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,05-14,quantile,0.25,275,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,05-14,quantile,0.5,278,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,05-14,quantile,0.75,281,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,05-14,quantile,0.9,284,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,05-14,quantile,0.975,287,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,15-34,quantile,0.025,1116,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,15-34,quantile,0.1,1126,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,15-34,quantile,0.25,1138,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,15-34,quantile,0.5,1155,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,15-34,quantile,0.75,1177,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,15-34,quantile,0.9,1204,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,15-34,quantile,0.975,1242,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,35-59,quantile,0.025,1970,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,35-59,quantile,0.1,1986,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,35-59,quantile,0.25,2002,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,35-59,quantile,0.5,2022,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,35-59,quantile,0.75,2047,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,35-59,quantile,0.9,2072,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,35-59,quantile,0.975,2104,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,60-79,quantile,0.025,3577,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,60-79,quantile,0.1,3604,COVID-19
2022-04-20,-28 day ahead inc hosp,2022-03-23,DE,60-79,quantile,0.25,3632,COVID-19
