forecast_date,target,target_end_date,location,age_group,type,quantile,value,pathogen
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,00-04,quantile,0.025,476,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,00-04,quantile,0.1,480,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,00-04,quantile,0.25,483,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,00-04,quantile,0.5,487,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,00-04,quantile,0.75,491,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,00-04,quantile,0.9,494,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,00-04,quantile,0.975,498,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,00+,quantile,0.025,11478,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,00+,quantile,0.1,11589,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,00+,quantile,0.25,11706,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,00+,quantile,0.5,11858,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,00+,quantile,0.75,12038,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,00+,quantile,0.9,12227,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,00+,quantile,0.975,12476,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,05-14,quantile,0.025,286,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,05-14,quantile,0.1,287,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,05-14,quantile,0.25,289,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,05-14,quantile,0.5,291,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,05-14,quantile,0.75,292,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,05-14,quantile,0.9,294,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,05-14,quantile,0.975,295,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,15-34,quantile,0.025,1290,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,15-34,quantile,0.1,1309,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,15-34,quantile,0.25,1332,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,15-34,quantile,0.5,1368,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,15-34,quantile,0.75,1417,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,15-34,quantile,0.9,1478,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,15-34,quantile,0.975,1571,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,35-59,quantile,0.025,1987,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,35-59,quantile,0.1,2005,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,35-59,quantile,0.25,2024,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,35-59,quantile,0.5,2048,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,35-59,quantile,0.75,2075,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,35-59,quantile,0.9,2103,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,35-59,quantile,0.975,2139,COVID-19
2022-04-12,-28 day ahead inc hosp,2022-03-15,DE,60-79,quantile,0.025,3365,COVID-19
