forecast_date,target,target_end_date,location,age_group,type,quantile,value,pathogen
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,00-04,quantile,0.025,136,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,00-04,quantile,0.1,138,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,00-04,quantile,0.25,141,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,00-04,quantile,0.5,144,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,00-04,quantile,0.75,146,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,00-04,quantile,0.9,149,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,00-04,quantile,0.975,151,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,00+,quantile,0.025,7756,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,00+,quantile,0.1,7810,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,00+,quantile,0.25,7877,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,00+,quantile,0.5,7980,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,00+,quantile,0.75,8124,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,00+,quantile,0.9,8304,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,00+,quantile,0.975,8581,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,05-14,quantile,0.025,146,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,05-14,quantile,0.1,149,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,05-14,quantile,0.25,151,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,05-14,quantile,0.5,153,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,05-14,quantile,0.75,155,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,05-14,quantile,0.9,157,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,05-14,quantile,0.975,159,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,15-34,quantile,0.025,652,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,15-34,quantile,0.1,658,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,15-34,quantile,0.25,666,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,15-34,quantile,0.5,680,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,15-34,quantile,0.75,701,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,15-34,quantile,0.9,731,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,15-34,quantile,0.975,783,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,35-59,quantile,0.025,1829,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,35-59,quantile,0.1,1842,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,35-59,quantile,0.25,1858,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,35-59,quantile,0.5,1888,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,35-59,quantile,0.75,1934,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,35-59,quantile,0.9,1999,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,35-59,quantile,0.975,2113,COVID-19
2022-01-16,-28 day ahead inc hosp,2021-12-19,DE,60-79,quantile,0.025,2792,COVID-19
