forecast_date,target,target_end_date,location,age_group,type,quantile,value,pathogen
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,00-04,quantile,0.025,151,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,00-04,quantile,0.1,152,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,00-04,quantile,0.25,155,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,00-04,quantile,0.5,158,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,00-04,quantile,0.75,161,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,00-04,quantile,0.9,164,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,00-04,quantile,0.975,167,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,00+,quantile,0.025,10136,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,00+,quantile,0.1,10213,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,00+,quantile,0.25,10311,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,00+,quantile,0.5,10462,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,00+,quantile,0.75,10678,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,00+,quantile,0.9,10951,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,00+,quantile,0.975,11379,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,05-14,quantile,0.025,175,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,05-14,quantile,0.1,177,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,05-14,quantile,0.25,179,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,05-14,quantile,0.5,180,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,05-14,quantile,0.75,182,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,05-14,quantile,0.9,184,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,05-14,quantile,0.975,186,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,15-34,quantile,0.025,744,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,15-34,quantile,0.1,747,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,15-34,quantile,0.25,753,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,15-34,quantile,0.5,765,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,15-34,quantile,0.75,787,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,15-34,quantile,0.9,825,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,15-34,quantile,0.975,902,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,35-59,quantile,0.025,2551,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,35-59,quantile,0.1,2575,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,35-59,quantile,0.25,2606,COVID-19
2021-12-30,-28 day ahead inc hosp,2021-12-02,DE,35-59,quantile,0.5,2656,COVID-19
