forecast_date,target,target_end_date,location,age_group,type,quantile,value,pathogen
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,00-04,quantile,0.025,302,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,00-04,quantile,0.1,303,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,00-04,quantile,0.25,304,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,00-04,quantile,0.5,305,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,00-04,quantile,0.75,306,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,00-04,quantile,0.9,307,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,00-04,quantile,0.975,308,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,00+,quantile,0.025,17457,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,00+,quantile,0.1,17520,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,00+,quantile,0.25,17585,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,00+,quantile,0.5,17667,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,00+,quantile,0.75,17762,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,00+,quantile,0.9,17860,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,00+,quantile,0.975,17984,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,05-14,quantile,0.025,86,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,05-14,quantile,0.1,86,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,05-14,quantile,0.25,87,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,05-14,quantile,0.5,88,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,05-14,quantile,0.75,89,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,05-14,quantile,0.9,90,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,05-14,quantile,0.975,91,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,15-34,quantile,0.025,914,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,15-34,quantile,0.1,920,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,15-34,quantile,0.25,928,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,15-34,quantile,0.5,940,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,15-34,quantile,0.75,959,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,15-34,quantile,0.9,984,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,15-34,quantile,0.975,1026,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,35-59,quantile,0.025,2230,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,35-59,quantile,0.1,2242,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,35-59,quantile,0.25,2257,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,35-59,quantile,0.5,2281,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,35-59,quantile,0.75,2314,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,35-59,quantile,0.9,2357,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,35-59,quantile,0.975,2424,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,60-79,quantile,0.025,6127,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,60-79,quantile,0.1,6148,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,60-79,quantile,0.25,6170,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,60-79,quantile,0.5,6198,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,60-79,quantile,0.75,6230,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,60-79,quantile,0.9,6264,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,60-79,quantile,0.975,6307,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,80+,quantile,0.025,7767,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,80+,quantile,0.1,7794,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,80+,quantile,0.25,7822,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,80+,quantile,0.5,7856,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,80+,quantile,0.75,7895,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,80+,quantile,0.9,7933,COVID-19
2022-11-14,-28 day ahead inc hosp,2022-10-17,DE,80+,quantile,0.975,7982,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,00-04,quantile,0.025,294,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,00-04,quantile,0.1,295,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,00-04,quantile,0.25,296,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,00-04,quantile,0.5,297,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,00-04,quantile,0.75,298,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,00-04,quantile,0.9,299,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,00-04,quantile,0.975,301,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,00+,quantile,0.025,17596,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,00+,quantile,0.1,17664,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,00+,quantile,0.25,17735,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,00+,quantile,0.5,17825,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,00+,quantile,0.75,17929,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,00+,quantile,0.9,18037,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,00+,quantile,0.975,18176,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,05-14,quantile,0.025,85,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,05-14,quantile,0.1,85,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,05-14,quantile,0.25,86,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,05-14,quantile,0.5,87,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,05-14,quantile,0.75,88,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,05-14,quantile,0.9,89,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,05-14,quantile,0.975,90,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,15-34,quantile,0.025,892,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,15-34,quantile,0.1,897,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,15-34,quantile,0.25,905,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,15-34,quantile,0.5,916,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,15-34,quantile,0.75,933,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,15-34,quantile,0.9,955,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,15-34,quantile,0.975,989,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,35-59,quantile,0.025,2219,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,35-59,quantile,0.1,2232,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,35-59,quantile,0.25,2248,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,35-59,quantile,0.5,2272,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,35-59,quantile,0.75,2307,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,35-59,quantile,0.9,2350,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,35-59,quantile,0.975,2416,COVID-19
2022-11-14,-27 day ahead inc hosp,2022-10-18,DE,60-79,quantile,0.025,6218,COVID-19
