forecast_date,target,target_end_date,location,age_group,type,quantile,value,pathogen
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,00-04,quantile,0.025,163,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,00-04,quantile,0.1,163,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,00-04,quantile,0.25,163,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,00-04,quantile,0.5,163,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,00-04,quantile,0.75,165,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,00-04,quantile,0.9,166,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,00-04,quantile,0.975,168,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,00+,quantile,0.025,5850,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,00+,quantile,0.1,5864,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,00+,quantile,0.25,5879,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,00+,quantile,0.5,5899,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,00+,quantile,0.75,5922,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,00+,quantile,0.9,5947,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,00+,quantile,0.975,5980,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,05-14,quantile,0.025,60,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,05-14,quantile,0.1,60,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,05-14,quantile,0.25,60,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,05-14,quantile,0.5,61,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,05-14,quantile,0.75,62,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,05-14,quantile,0.9,63,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,05-14,quantile,0.975,63,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,15-34,quantile,0.025,408,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,15-34,quantile,0.1,408,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,15-34,quantile,0.25,409,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,15-34,quantile,0.5,410,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,15-34,quantile,0.75,412,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,15-34,quantile,0.9,415,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,15-34,quantile,0.975,421,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,35-59,quantile,0.025,849,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,35-59,quantile,0.1,853,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,35-59,quantile,0.25,858,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,35-59,quantile,0.5,867,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,35-59,quantile,0.75,880,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,35-59,quantile,0.9,899,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,35-59,quantile,0.975,932,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,60-79,quantile,0.025,1995,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,60-79,quantile,0.1,2000,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,60-79,quantile,0.25,2006,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,60-79,quantile,0.5,2015,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,60-79,quantile,0.75,2026,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,60-79,quantile,0.9,2040,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,60-79,quantile,0.975,2059,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,80+,quantile,0.025,2359,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,80+,quantile,0.1,2366,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,80+,quantile,0.25,2373,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,80+,quantile,0.5,2383,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,80+,quantile,0.75,2395,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,80+,quantile,0.9,2409,COVID-19
2022-10-21,-28 day ahead inc hosp,2022-09-23,DE,80+,quantile,0.975,2427,COVID-19
2022-10-21,-27 day ahead inc hosp,2022-09-24,DE,00-04,quantile,0.025,159,COVID-19
2022-10-21,-27 day ahead inc hosp,2022-09-24,DE,00-04,quantile,0.1,159,COVID-19
2022-10-21,-27 day ahead inc hosp,2022-09-24,DE,00-04,quantile,0.25,159,COVID-19
2022-10-21,-27 day ahead inc hosp,2022-09-24,DE,00-04,quantile,0.5,159,COVID-19
2022-10-21,-27 day ahead inc hosp,2022-09-24,DE,00-04,quantile,0.75,161,COVID-19
2022-10-21,-27 day ahead inc hosp,2022-09-24,DE,00-04,quantile,0.9,162,COVID-19
2022-10-21,-27 day ahead inc hosp,2022-09-24,DE,00-04,quantile,0.975,164,COVID-19
2022-10-21,-27 day ahead inc hosp,2022-09-24,DE,00+,quantile,0.025,6238,COVID-19
2022-10-21,-27 day ahead inc hosp,2022-09-24,DE,00+,quantile,0.1,6254,COVID-19
2022-10-21,-27 day ahead inc hosp,2022-09-24,DE,00+,quantile,0.25,6271,COVID-19
2022-10-21,-27 day ahead inc hosp,2022-09-24,DE,00+,quantile,0.5,6294,COVID-19
2022-10-21,-27 day ahead inc hosp,2022-09-24,DE,00+,quantile,0.75,6321,COVID-19
2022-10-21,-27 day ahead inc hosp,2022-09-24,DE,00+,quantile,0.9,6350,COVID-19
2022-10-21,-27 day ahead inc hosp,2022-09-24,DE,00+,quantile,0.975,6389,COVID-19
2022-10-21,-27 day ahead inc hosp,2022-09-24,DE,05-14,quantile,0.025,64,COVID-19
2022-10-21,-27 day ahead inc hosp,2022-09-24,DE,05-14,quantile,0.1,64,COVID-19
