forecast_date,target,target_end_date,location,age_group,type,quantile,value,pathogen
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,00-04,quantile,0.025,137,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,00-04,quantile,0.1,137,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,00-04,quantile,0.25,137,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,00-04,quantile,0.5,137,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,00-04,quantile,0.75,139,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,00-04,quantile,0.9,140,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,00-04,quantile,0.975,142,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,00+,quantile,0.025,7336,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,00+,quantile,0.1,7351,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,00+,quantile,0.25,7368,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,00+,quantile,0.5,7390,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,00+,quantile,0.75,7417,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,00+,quantile,0.9,7447,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,00+,quantile,0.975,7488,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,05-14,quantile,0.025,41,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,05-14,quantile,0.1,41,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,05-14,quantile,0.25,42,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,05-14,quantile,0.5,43,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,05-14,quantile,0.75,44,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,05-14,quantile,0.9,46,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,05-14,quantile,0.975,47,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,15-34,quantile,0.025,365,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,15-34,quantile,0.1,365,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,15-34,quantile,0.25,366,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,15-34,quantile,0.5,367,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,15-34,quantile,0.75,369,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,15-34,quantile,0.9,371,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,15-34,quantile,0.975,375,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,35-59,quantile,0.025,964,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,35-59,quantile,0.1,966,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,35-59,quantile,0.25,969,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,35-59,quantile,0.5,973,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,35-59,quantile,0.75,979,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,35-59,quantile,0.9,986,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,35-59,quantile,0.975,995,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,60-79,quantile,0.025,2651,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,60-79,quantile,0.1,2656,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,60-79,quantile,0.25,2661,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,60-79,quantile,0.5,2668,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,60-79,quantile,0.75,2676,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,60-79,quantile,0.9,2685,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,60-79,quantile,0.975,2696,COVID-19
2022-12-11,-28 day ahead inc hosp,2022-11-13,DE,80+,quantile,0.025,3174,COVID-19
