forecast_date,target,target_end_date,location,age_group,type,quantile,value,pathogen
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,00-04,quantile,0.025,364,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,00-04,quantile,0.1,364,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,00-04,quantile,0.25,367,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,00-04,quantile,0.5,370,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,00-04,quantile,0.75,374,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,00-04,quantile,0.9,377,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,00-04,quantile,0.975,380,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,00+,quantile,0.025,8650,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,00+,quantile,0.1,8725,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,00+,quantile,0.25,8804,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,00+,quantile,0.5,8907,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,00+,quantile,0.75,9029,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,00+,quantile,0.9,9158,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,00+,quantile,0.975,9328,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,05-14,quantile,0.025,420,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,05-14,quantile,0.1,422,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,05-14,quantile,0.25,423,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,05-14,quantile,0.5,425,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,05-14,quantile,0.75,427,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,05-14,quantile,0.9,429,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,05-14,quantile,0.975,431,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,15-34,quantile,0.025,1389,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,15-34,quantile,0.1,1406,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,15-34,quantile,0.25,1424,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,15-34,quantile,0.5,1450,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,15-34,quantile,0.75,1481,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,15-34,quantile,0.9,1517,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,15-34,quantile,0.975,1567,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,35-59,quantile,0.025,2016,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,35-59,quantile,0.1,2040,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,35-59,quantile,0.25,2064,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,35-59,quantile,0.5,2097,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,35-59,quantile,0.75,2135,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,35-59,quantile,0.9,2176,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,35-59,quantile,0.975,2230,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,60-79,quantile,0.025,2263,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,60-79,quantile,0.1,2284,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,60-79,quantile,0.25,2307,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,60-79,quantile,0.5,2337,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,60-79,quantile,0.75,2374,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,60-79,quantile,0.9,2413,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,60-79,quantile,0.975,2466,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,80+,quantile,0.025,2162,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,80+,quantile,0.1,2180,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,80+,quantile,0.25,2200,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,80+,quantile,0.5,2228,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,80+,quantile,0.75,2265,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,80+,quantile,0.9,2306,COVID-19
2022-03-03,-28 day ahead inc hosp,2022-02-03,DE,80+,quantile,0.975,2365,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,00-04,quantile,0.025,379,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,00-04,quantile,0.1,379,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,00-04,quantile,0.25,381,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,00-04,quantile,0.5,385,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,00-04,quantile,0.75,389,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,00-04,quantile,0.9,393,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,00-04,quantile,0.975,397,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,00+,quantile,0.025,9069,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,00+,quantile,0.1,9156,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,00+,quantile,0.25,9249,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,00+,quantile,0.5,9372,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,00+,quantile,0.75,9521,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,00+,quantile,0.9,9680,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,00+,quantile,0.975,9893,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,05-14,quantile,0.025,419,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,05-14,quantile,0.1,421,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,05-14,quantile,0.25,422,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,05-14,quantile,0.5,424,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,05-14,quantile,0.75,426,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,05-14,quantile,0.9,428,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,05-14,quantile,0.975,430,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,15-34,quantile,0.025,1437,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,15-34,quantile,0.1,1455,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,15-34,quantile,0.25,1476,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,15-34,quantile,0.5,1507,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,15-34,quantile,0.75,1546,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,15-34,quantile,0.9,1591,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,15-34,quantile,0.975,1655,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,35-59,quantile,0.025,2048,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,35-59,quantile,0.1,2075,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,35-59,quantile,0.25,2103,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,35-59,quantile,0.5,2141,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,35-59,quantile,0.75,2186,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,35-59,quantile,0.9,2235,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,35-59,quantile,0.975,2300,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,60-79,quantile,0.025,2392,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,60-79,quantile,0.1,2417,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,60-79,quantile,0.25,2443,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,60-79,quantile,0.5,2478,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,60-79,quantile,0.75,2521,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,60-79,quantile,0.9,2569,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,60-79,quantile,0.975,2632,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,80+,quantile,0.025,2358,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,80+,quantile,0.1,2379,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,80+,quantile,0.25,2403,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,80+,quantile,0.5,2438,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,80+,quantile,0.75,2483,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,80+,quantile,0.9,2534,COVID-19
2022-03-03,-27 day ahead inc hosp,2022-02-04,DE,80+,quantile,0.975,2609,COVID-19
2022-03-03,-26 day ahead inc hosp,2022-02-05,DE,00-04,quantile,0.025,383,COVID-19
2022-03-03,-26 day ahead inc hosp,2022-02-05,DE,00-04,quantile,0.1,383,COVID-19
2022-03-03,-26 day ahead inc hosp,2022-02-05,DE,00-04,quantile,0.25,386,COVID-19
2022-03-03,-26 day ahead inc hosp,2022-02-05,DE,00-04,quantile,0.5,392,COVID-19
2022-03-03,-26 day ahead inc hosp,2022-02-05,DE,00-04,quantile,0.75,397,COVID-19
2022-03-03,-26 day ahead inc hosp,2022-02-05,DE,00-04,quantile,0.9,402,COVID-19
2022-03-03,-26 day ahead inc hosp,2022-02-05,DE,00-04,quantile,0.975,407,COVID-19
