location,age_group,date,value,value_7d
DE-BB,60-79,2021-05-05,9,71
DE-BB,60-79,2021-05-06,9,74
DE-BB,60-79,2021-05-07,10,66
DE-BB,60-79,2021-05-08,8,65
DE-BB,60-79,2021-05-09,6,62
DE-BB,60-79,2021-05-10,4,64
DE-BB,60-79,2021-05-11,0,46
DE-BB,60-79,2021-05-12,17,54
DE-BB,60-79,2021-05-13,3,48
DE-BB,60-79,2021-05-14,5,43
DE-BB,60-79,2021-05-15,4,39
DE-BB,60-79,2021-05-16,2,35
DE-BB,60-79,2021-05-17,2,33
DE-BB,60-79,2021-05-18,14,47
DE-BB,60-79,2021-05-19,8,38
DE-BB,60-79,2021-05-20,3,38
DE-BB,60-79,2021-05-21,9,42
DE-BB,60-79,2021-05-22,8,46
DE-BB,60-79,2021-05-23,1,45
DE-BB,60-79,2021-05-24,1,44
DE-BB,60-79,2021-05-25,1,31
DE-BB,60-79,2021-05-26,2,25
DE-BB,60-79,2021-05-27,4,26
DE-BB,60-79,2021-05-28,8,25
DE-BB,60-79,2021-05-29,3,20
DE-BB,60-79,2021-05-30,0,19
DE-BB,60-79,2021-05-31,1,19
DE-BB,60-79,2021-06-01,2,20
DE-BB,60-79,2021-06-02,7,25
DE-BB,60-79,2021-06-03,3,24
DE-BB,60-79,2021-06-04,5,21
DE-BB,60-79,2021-06-05,3,21
DE-BB,60-79,2021-06-06,0,21
DE-BB,60-79,2021-06-07,0,20
DE-BB,60-79,2021-06-08,2,20
DE-BB,60-79,2021-06-09,4,17
DE-BB,60-79,2021-06-10,2,16
DE-BB,60-79,2021-06-11,3,14
DE-BB,60-79,2021-06-12,1,12
DE-BB,60-79,2021-06-13,0,12
DE-BB,60-79,2021-06-14,0,12
DE-BB,60-79,2021-06-15,1,11
DE-BB,60-79,2021-06-16,4,11
DE-BB,60-79,2021-06-17,0,9
DE-BB,60-79,2021-06-18,-1,5
DE-BB,60-79,2021-06-19,6,10
DE-BB,60-79,2021-06-20,3,13
DE-BB,60-79,2021-06-21,0,13
DE-BB,60-79,2021-06-22,2,14
DE-BB,60-79,2021-06-23,-1,9
DE-BB,60-79,2021-06-24,0,9
DE-BB,60-79,2021-06-25,1,11
DE-BB,60-79,2021-06-26,1,6
DE-BB,60-79,2021-06-27,0,3
DE-BB,60-79,2021-06-28,0,3
DE-BB,60-79,2021-06-29,1,2
DE-BB,60-79,2021-06-30,0,3
DE-BB,60-79,2021-07-01,1,4
DE-BB,60-79,2021-07-02,2,5
DE-BB,60-79,2021-07-03,0,4
DE-BB,60-79,2021-07-04,0,4
DE-BB,60-79,2021-07-05,0,4
DE-BB,60-79,2021-07-06,0,3
DE-BB,60-79,2021-07-07,0,3
DE-BB,60-79,2021-07-08,3,5
DE-BB,60-79,2021-07-09,4,7
DE-BB,60-79,2021-07-10,0,7
DE-BB,60-79,2021-07-11,0,7
DE-BB,60-79,2021-07-12,0,7
DE-BB,60-79,2021-07-13,2,9
DE-BB,60-79,2021-07-14,3,12
DE-BB,60-79,2021-07-15,3,12
DE-BB,60-79,2021-07-16,1,9
DE-BB,60-79,2021-07-17,0,9
DE-BB,60-79,2021-07-18,0,9
DE-BB,60-79,2021-07-19,0,9
DE-BB,60-79,2021-07-20,2,9
DE-BB,60-79,2021-07-21,0,6
DE-BB,60-79,2021-07-22,0,3
DE-BB,60-79,2021-07-23,6,8
DE-BB,60-79,2021-07-24,1,9
DE-BB,60-79,2021-07-25,0,9
DE-BB,60-79,2021-07-26,0,9
DE-BB,60-79,2021-07-27,0,7
DE-BB,60-79,2021-07-28,0,7
DE-BB,60-79,2021-07-29,1,8
DE-BB,60-79,2021-07-30,0,2
DE-BB,60-79,2021-07-31,0,1
DE-BB,60-79,2021-08-01,0,1
DE-BB,60-79,2021-08-02,0,1
DE-BB,60-79,2021-08-03,0,1
DE-BB,60-79,2021-08-04,0,1
DE-BB,60-79,2021-08-05,2,2
DE-BB,60-79,2021-08-06,1,3
DE-BB,60-79,2021-08-07,0,3
DE-BB,60-79,2021-08-08,0,3
DE-BB,60-79,2021-08-09,0,3
DE-BB,60-79,2021-08-10,0,3
DE-BB,60-79,2021-08-11,0,3
DE-BB,60-79,2021-08-12,1,2
DE-BB,60-79,2021-08-13,1,2
DE-BB,60-79,2021-08-14,0,2
DE-BB,60-79,2021-08-15,0,2
DE-BB,60-79,2021-08-16,0,2
DE-BB,60-79,2021-08-17,2,4
DE-BB,60-79,2021-08-18,2,6
DE-BB,60-79,2021-08-19,0,5
DE-BB,60-79,2021-08-20,2,6
DE-BB,60-79,2021-08-21,0,6
DE-BB,60-79,2021-08-22,0,6
DE-BB,60-79,2021-08-23,0,6
DE-BB,60-79,2021-08-24,0,4
DE-BB,60-79,2021-08-25,2,4
DE-BB,60-79,2021-08-26,0,4
DE-BB,60-79,2021-08-27,3,5
DE-BB,60-79,2021-08-28,0,5
DE-BB,60-79,2021-08-29,0,5
DE-BB,60-79,2021-08-30,1,6
DE-BB,60-79,2021-08-31,2,8
DE-BB,60-79,2021-09-01,3,9
DE-BB,60-79,2021-09-02,1,10
DE-BB,60-79,2021-09-03,1,8
DE-BB,60-79,2021-09-04,3,11
DE-BB,60-79,2021-09-05,0,11
DE-BB,60-79,2021-09-06,0,10
DE-BB,60-79,2021-09-07,-2,6
DE-BB,60-79,2021-09-08,1,4
DE-BB,60-79,2021-09-09,0,3
DE-BB,60-79,2021-09-10,1,3
DE-BB,60-79,2021-09-11,3,3
DE-BB,60-79,2021-09-12,1,4
DE-BB,60-79,2021-09-13,0,4
DE-BB,60-79,2021-09-14,1,7
DE-BB,60-79,2021-09-15,2,8
DE-BB,60-79,2021-09-16,1,9
DE-BB,60-79,2021-09-17,1,9
DE-BB,60-79,2021-09-18,3,9
DE-BB,60-79,2021-09-19,1,9
DE-BB,60-79,2021-09-20,0,9
DE-BB,60-79,2021-09-21,3,11
DE-BB,60-79,2021-09-22,2,11
DE-BB,60-79,2021-09-23,2,12
DE-BB,60-79,2021-09-24,1,12
DE-BB,60-79,2021-09-25,2,11
DE-BB,60-79,2021-09-26,2,12
DE-BB,60-79,2021-09-27,0,12
DE-BB,60-79,2021-09-28,6,15
DE-BB,60-79,2021-09-29,1,14
DE-BB,60-79,2021-09-30,2,14
DE-BB,60-79,2021-10-01,3,16
DE-BB,60-79,2021-10-02,2,16
DE-BB,60-79,2021-10-03,0,14
DE-BB,60-79,2021-10-04,0,14
DE-BB,60-79,2021-10-05,3,11
DE-BB,60-79,2021-10-06,4,14
DE-BB,60-79,2021-10-07,0,12
DE-BB,60-79,2021-10-08,3,12
DE-BB,60-79,2021-10-09,5,15
DE-BB,60-79,2021-10-10,0,15
DE-BB,60-79,2021-10-11,2,17
DE-BB,60-79,2021-10-12,2,16
DE-BB,60-79,2021-10-13,2,14
DE-BB,60-79,2021-10-14,3,17
DE-BB,60-79,2021-10-15,3,17
DE-BB,60-79,2021-10-16,4,16
DE-BB,60-79,2021-10-17,3,19
DE-BB,60-79,2021-10-18,0,17
DE-BB,60-79,2021-10-19,5,20
DE-BB,60-79,2021-10-20,6,24
DE-BB,60-79,2021-10-21,-18,3
DE-BB,60-79,2021-10-22,8,8
DE-BB,60-79,2021-10-23,6,10
DE-BB,60-79,2021-10-24,1,8
DE-BB,60-79,2021-10-25,0,8
DE-BB,60-79,2021-10-26,4,7
DE-BB,60-79,2021-10-27,9,10
DE-BB,60-79,2021-10-28,6,34
DE-BB,60-79,2021-10-29,2,28
DE-BB,60-79,2021-10-30,6,28
DE-BB,60-79,2021-10-31,1,28
DE-BB,60-79,2021-11-01,3,31
DE-BB,60-79,2021-11-02,4,31
DE-BB,60-79,2021-11-03,9,31
DE-BB,60-79,2021-11-04,13,38
DE-BB,60-79,2021-11-05,4,40
DE-BB,60-79,2021-11-06,6,40
DE-BB,60-79,2021-11-07,2,41
DE-BB,60-79,2021-11-08,0,38
DE-BB,60-79,2021-11-09,14,48
DE-BB,60-79,2021-11-10,11,50
DE-BB,60-79,2021-11-11,16,53
DE-BB,60-79,2021-11-12,7,56
DE-BB,60-79,2021-11-13,10,60
DE-BB,60-79,2021-11-14,0,58
DE-BB,60-79,2021-11-15,0,58
DE-BB,60-79,2021-11-16,10,54
DE-BB,60-79,2021-11-17,12,55
DE-BB,60-79,2021-11-18,15,54
DE-BB,60-79,2021-11-19,14,61
DE-BB,60-79,2021-11-20,13,64
DE-BB,60-79,2021-11-21,1,65
DE-BB,60-79,2021-11-22,2,67
DE-BB,60-79,2021-11-23,9,66
DE-BB,60-79,2021-11-24,7,61
DE-BB,60-79,2021-11-25,13,59
DE-BB,60-79,2021-11-26,7,52
DE-BB,60-79,2021-11-27,21,60
DE-BB,60-79,2021-11-28,4,63
DE-BB,60-79,2021-11-29,1,62
DE-BB,60-79,2021-11-30,23,76
DE-BB,60-79,2021-12-01,17,86
DE-BB,60-79,2021-12-02,16,89
DE-BB,60-79,2021-12-03,25,107
DE-BB,60-79,2021-12-04,18,104
DE-BB,60-79,2021-12-05,6,106
DE-BB,60-79,2021-12-06,5,110
DE-BB,60-79,2021-12-07,17,104
DE-BB,60-79,2021-12-08,20,107
DE-BB,60-79,2021-12-09,24,115
DE-BB,60-79,2021-12-10,24,114
DE-BB,60-79,2021-12-11,18,114
DE-BB,60-79,2021-12-12,1,109
DE-BB,60-79,2021-12-13,2,106
DE-BB,60-79,2021-12-14,23,112
DE-BB,60-79,2021-12-15,28,120
DE-BB,60-79,2021-12-16,14,110
DE-BB,60-79,2021-12-17,19,105
DE-BB,60-79,2021-12-18,12,99
DE-BB,60-79,2021-12-19,8,106
DE-BB,80+,2021-04-07,15,
DE-BB,80+,2021-04-08,31,
DE-BB,80+,2021-04-09,8,
DE-BB,80+,2021-04-10,12,
DE-BB,80+,2021-04-11,4,
DE-BB,80+,2021-04-12,9,
DE-BB,80+,2021-04-13,14,93
DE-BB,80+,2021-04-14,18,96
DE-BB,80+,2021-04-15,11,76
DE-BB,80+,2021-04-16,11,79
DE-BB,80+,2021-04-17,6,73
DE-BB,80+,2021-04-18,7,76
DE-BB,80+,2021-04-19,12,79
DE-BB,80+,2021-04-20,13,78
DE-BB,80+,2021-04-21,16,76
DE-BB,80+,2021-04-22,14,79
DE-BB,80+,2021-04-23,6,74
DE-BB,80+,2021-04-24,16,84
DE-BB,80+,2021-04-25,7,84
DE-BB,80+,2021-04-26,2,74
DE-BB,80+,2021-04-27,8,69
DE-BB,80+,2021-04-28,6,59
DE-BB,80+,2021-04-29,9,54
DE-BB,80+,2021-04-30,12,60
DE-BB,80+,2021-05-01,9,53
DE-BB,80+,2021-05-02,7,53
DE-BB,80+,2021-05-03,2,53
DE-BB,80+,2021-05-04,1,46
DE-BB,80+,2021-05-05,6,46
DE-BB,80+,2021-05-06,8,45
DE-BB,80+,2021-05-07,3,36
DE-BB,80+,2021-05-08,3,30
DE-BB,80+,2021-05-09,0,23
DE-BB,80+,2021-05-10,1,22
DE-BB,80+,2021-05-11,0,21
DE-BB,80+,2021-05-12,13,28
DE-BB,80+,2021-05-13,6,26
DE-BB,80+,2021-05-14,0,23
DE-BB,80+,2021-05-15,2,22
DE-BB,80+,2021-05-16,1,23
DE-BB,80+,2021-05-17,2,24
DE-BB,80+,2021-05-18,4,28
DE-BB,80+,2021-05-19,8,23
DE-BB,80+,2021-05-20,6,23
DE-BB,80+,2021-05-21,3,26
DE-BB,80+,2021-05-22,4,28
DE-BB,80+,2021-05-23,0,27
DE-BB,80+,2021-05-24,0,25
DE-BB,80+,2021-05-25,1,22
DE-BB,80+,2021-05-26,3,17
DE-BB,80+,2021-05-27,3,14
DE-BB,80+,2021-05-28,5,16
DE-BB,80+,2021-05-29,2,14
DE-BB,80+,2021-05-30,1,15
DE-BB,80+,2021-05-31,0,15
DE-BB,80+,2021-06-01,1,15
DE-BB,80+,2021-06-02,0,12
DE-BB,80+,2021-06-03,0,9
DE-BB,80+,2021-06-04,4,8
DE-BB,80+,2021-06-05,0,6
DE-BB,80+,2021-06-06,0,5
DE-BB,80+,2021-06-07,0,5
DE-BB,80+,2021-06-08,0,4
DE-BB,80+,2021-06-09,1,5
DE-BB,80+,2021-06-10,3,8
DE-BB,80+,2021-06-11,0,4
DE-BB,80+,2021-06-12,-1,3
DE-BB,80+,2021-06-13,0,3
DE-BB,80+,2021-06-14,0,3
DE-BB,80+,2021-06-15,1,4
DE-BB,80+,2021-06-16,2,5
DE-BB,80+,2021-06-17,1,3
DE-BB,80+,2021-06-18,1,4
DE-BB,80+,2021-06-19,-1,4
DE-BB,80+,2021-06-20,0,4
DE-BB,80+,2021-06-21,0,4
DE-BB,80+,2021-06-22,3,6
DE-BB,80+,2021-06-23,1,5
DE-BB,80+,2021-06-24,0,4
DE-BB,80+,2021-06-25,-1,2
DE-BB,80+,2021-06-26,0,3
DE-BB,80+,2021-06-27,0,3
DE-BB,80+,2021-06-28,0,3
DE-BB,80+,2021-06-29,1,1
DE-BB,80+,2021-06-30,0,0
DE-BB,80+,2021-07-01,0,0
DE-BB,80+,2021-07-02,2,3
DE-BB,80+,2021-07-03,-1,2
DE-BB,80+,2021-07-04,0,2
DE-BB,80+,2021-07-05,0,2
DE-BB,80+,2021-07-06,0,1
DE-BB,80+,2021-07-07,1,2
DE-BB,80+,2021-07-08,0,2
DE-BB,80+,2021-07-09,2,2
DE-BB,80+,2021-07-10,0,3
DE-BB,80+,2021-07-11,0,3
DE-BB,80+,2021-07-12,0,3
DE-BB,80+,2021-07-13,5,8
DE-BB,80+,2021-07-14,1,8
DE-BB,80+,2021-07-15,1,9
DE-BB,80+,2021-07-16,1,8
DE-BB,80+,2021-07-17,-1,7
DE-BB,80+,2021-07-18,0,7
DE-BB,80+,2021-07-19,1,8
DE-BB,80+,2021-07-20,0,3
DE-BB,80+,2021-07-21,0,2
DE-BB,80+,2021-07-22,0,1
DE-BB,80+,2021-07-23,-2,-2
DE-BB,80+,2021-07-24,0,-1
DE-BB,80+,2021-07-25,0,-1
DE-BB,80+,2021-07-26,0,-2
DE-BB,80+,2021-07-27,0,-2
DE-BB,80+,2021-07-28,0,-2
DE-BB,80+,2021-07-29,0,-2
DE-BB,80+,2021-07-30,-1,-1
DE-BB,80+,2021-07-31,0,-1
DE-BB,80+,2021-08-01,0,-1
DE-BB,80+,2021-08-02,0,-1
DE-BB,80+,2021-08-03,2,1
DE-BB,80+,2021-08-04,2,3
DE-BB,80+,2021-08-05,0,3
DE-BB,80+,2021-08-06,-1,3
DE-BB,80+,2021-08-07,0,3
DE-BB,80+,2021-08-08,0,3
DE-BB,80+,2021-08-09,0,3
DE-BB,80+,2021-08-10,0,1
DE-BB,80+,2021-08-11,2,1
DE-BB,80+,2021-08-12,0,1
DE-BB,80+,2021-08-13,0,2
DE-BB,80+,2021-08-14,0,2
DE-BB,80+,2021-08-15,0,2
DE-BB,80+,2021-08-16,0,2
DE-BB,80+,2021-08-17,1,3
DE-BB,80+,2021-08-18,2,3
DE-BB,80+,2021-08-19,2,5
DE-BB,80+,2021-08-20,0,5
DE-BB,80+,2021-08-21,0,5
DE-BB,80+,2021-08-22,0,5
DE-BB,80+,2021-08-23,0,5
DE-BB,80+,2021-08-24,1,5
DE-BB,80+,2021-08-25,1,4
DE-BB,80+,2021-08-26,1,3
DE-BB,80+,2021-08-27,2,5
DE-BB,80+,2021-08-28,2,7
DE-BB,80+,2021-08-29,3,10
DE-BB,80+,2021-08-30,2,12
DE-BB,80+,2021-08-31,2,13
DE-BB,80+,2021-09-01,3,15
DE-BB,80+,2021-09-02,0,14
DE-BB,80+,2021-09-03,0,12
DE-BB,80+,2021-09-04,0,10
DE-BB,80+,2021-09-05,0,7
DE-BB,80+,2021-09-06,0,5
DE-BB,80+,2021-09-07,-1,2
DE-BB,80+,2021-09-08,3,2
DE-BB,80+,2021-09-09,4,6
DE-BB,80+,2021-09-10,2,8
DE-BB,80+,2021-09-11,0,8
DE-BB,80+,2021-09-12,0,8
DE-BB,80+,2021-09-13,0,8
DE-BB,80+,2021-09-14,1,10
DE-BB,80+,2021-09-15,3,10
DE-BB,80+,2021-09-16,2,8
DE-BB,80+,2021-09-17,2,8
DE-BB,80+,2021-09-18,1,9
DE-BB,80+,2021-09-19,1,10
DE-BB,80+,2021-09-20,0,10
DE-BB,80+,2021-09-21,2,11
DE-BB,80+,2021-09-22,3,11
DE-BB,80+,2021-09-23,1,10
DE-BB,80+,2021-09-24,4,12
DE-BB,80+,2021-09-25,0,11
DE-BB,80+,2021-09-26,1,11
DE-BB,80+,2021-09-27,0,11
DE-BB,80+,2021-09-28,0,9
DE-BB,80+,2021-09-29,5,11
DE-BB,80+,2021-09-30,1,11
DE-BB,80+,2021-10-01,1,8
DE-BB,80+,2021-10-02,3,11
DE-BB,80+,2021-10-03,0,10
DE-BB,80+,2021-10-04,0,10
DE-BB,80+,2021-10-05,4,14
DE-BB,80+,2021-10-06,6,15
DE-BB,80+,2021-10-07,1,15
DE-BB,80+,2021-10-08,2,16
DE-BB,80+,2021-10-09,0,13
DE-BB,80+,2021-10-10,1,14
DE-BB,80+,2021-10-11,0,14
DE-BB,80+,2021-10-12,1,11
DE-BB,80+,2021-10-13,2,7
DE-BB,80+,2021-10-14,5,11
DE-BB,80+,2021-10-15,8,17
DE-BB,80+,2021-10-16,2,19
DE-BB,80+,2021-10-17,2,20
DE-BB,80+,2021-10-18,2,22
DE-BB,80+,2021-10-19,2,23
DE-BB,80+,2021-10-20,8,29
DE-BB,80+,2021-10-21,-17,7
DE-BB,80+,2021-10-22,3,2
DE-BB,80+,2021-10-23,4,4
DE-BB,80+,2021-10-24,1,3
DE-BB,80+,2021-10-25,0,1
DE-BB,80+,2021-10-26,10,9
DE-BB,80+,2021-10-27,11,12
DE-BB,80+,2021-10-28,7,36
DE-BB,80+,2021-10-29,10,43
DE-BB,80+,2021-10-30,3,42
DE-BB,80+,2021-10-31,1,42
DE-BB,80+,2021-11-01,2,44
DE-BB,80+,2021-11-02,7,41
DE-BB,80+,2021-11-03,12,42
DE-BB,80+,2021-11-04,8,43
DE-BB,80+,2021-11-05,4,37
DE-BB,80+,2021-11-06,5,39
DE-BB,80+,2021-11-07,1,39
DE-BB,80+,2021-11-08,3,40
DE-BB,80+,2021-11-09,18,51
DE-BB,80+,2021-11-10,15,54
DE-BB,80+,2021-11-11,11,57
DE-BB,80+,2021-11-12,14,67
DE-BB,80+,2021-11-13,12,74
DE-BB,80+,2021-11-14,5,78
DE-BB,80+,2021-11-15,0,75
DE-BB,80+,2021-11-16,4,61
DE-BB,80+,2021-11-17,10,56
DE-BB,80+,2021-11-18,11,56
DE-BB,80+,2021-11-19,8,50
DE-BB,80+,2021-11-20,14,52
DE-BB,80+,2021-11-21,5,52
DE-BB,80+,2021-11-22,2,54
DE-BB,80+,2021-11-23,9,59
DE-BB,80+,2021-11-24,18,67
DE-BB,80+,2021-11-25,14,70
DE-BB,80+,2021-11-26,13,75
DE-BB,80+,2021-11-27,17,78
DE-BB,80+,2021-11-28,2,75
DE-BB,80+,2021-11-29,4,77
DE-BB,80+,2021-11-30,30,98
DE-BB,80+,2021-12-01,17,97
DE-BB,80+,2021-12-02,17,100
DE-BB,80+,2021-12-03,18,105
DE-BB,80+,2021-12-04,19,107
DE-BB,80+,2021-12-05,10,115
DE-BB,80+,2021-12-06,6,117
DE-BB,80+,2021-12-07,19,106
DE-BB,80+,2021-12-08,32,121
DE-BB,80+,2021-12-09,5,109
DE-BB,80+,2021-12-10,21,112
DE-BB,80+,2021-12-11,18,111
DE-BB,80+,2021-12-12,4,105
DE-BB,80+,2021-12-13,5,104
DE-BB,80+,2021-12-14,22,107
DE-BB,80+,2021-12-15,31,106
DE-BB,80+,2021-12-16,27,128
DE-BB,80+,2021-12-17,25,132
DE-BB,80+,2021-12-18,9,123
DE-BB,80+,2021-12-19,4,123
DE-BE,00+,2021-04-07,26,
DE-BE,00+,2021-04-08,56,
DE-BE,00+,2021-04-09,99,
DE-BE,00+,2021-04-10,52,
DE-BE,00+,2021-04-11,16,
DE-BE,00+,2021-04-12,13,
DE-BE,00+,2021-04-13,28,290
DE-BE,00+,2021-04-14,76,340
DE-BE,00+,2021-04-15,62,346
DE-BE,00+,2021-04-16,56,303
DE-BE,00+,2021-04-17,74,325
DE-BE,00+,2021-04-18,32,341
DE-BE,00+,2021-04-19,20,348
DE-BE,00+,2021-04-20,20,340
DE-BE,00+,2021-04-21,65,329
DE-BE,00+,2021-04-22,63,330
DE-BE,00+,2021-04-23,60,334
DE-BE,00+,2021-04-24,48,308
DE-BE,00+,2021-04-25,16,292
DE-BE,00+,2021-04-26,10,282
DE-BE,00+,2021-04-27,59,321
DE-BE,00+,2021-04-28,67,323
DE-BE,00+,2021-04-29,43,303
DE-BE,00+,2021-04-30,45,288
DE-BE,00+,2021-05-01,32,272
DE-BE,00+,2021-05-02,28,284
DE-BE,00+,2021-05-03,4,278
DE-BE,00+,2021-05-04,32,251
DE-BE,00+,2021-05-05,69,253
DE-BE,00+,2021-05-06,36,246
DE-BE,00+,2021-05-07,41,242
DE-BE,00+,2021-05-08,45,255
DE-BE,00+,2021-05-09,11,238
DE-BE,00+,2021-05-10,1,235
DE-BE,00+,2021-05-11,38,241
DE-BE,00+,2021-05-12,41,213
DE-BE,00+,2021-05-13,15,192
DE-BE,00+,2021-05-14,8,159
DE-BE,00+,2021-05-15,31,145
DE-BE,00+,2021-05-16,14,148
DE-BE,00+,2021-05-17,2,149
DE-BE,00+,2021-05-18,33,144
DE-BE,00+,2021-05-19,31,134
DE-BE,00+,2021-05-20,39,158
DE-BE,00+,2021-05-21,36,186
DE-BE,00+,2021-05-22,31,186
DE-BE,00+,2021-05-23,6,178
DE-BE,00+,2021-05-24,0,176
DE-BE,00+,2021-05-25,6,149
DE-BE,00+,2021-05-26,24,142
DE-BE,00+,2021-05-27,20,123
DE-BE,00+,2021-05-28,21,108
DE-BE,00+,2021-05-29,25,102
DE-BE,00+,2021-05-30,-1,95
DE-BE,00+,2021-05-31,0,95
DE-BE,00+,2021-06-01,24,113
DE-BE,00+,2021-06-02,16,105
DE-BE,00+,2021-06-03,15,100
DE-BE,00+,2021-06-04,13,92
DE-BE,00+,2021-06-05,11,78
DE-BE,00+,2021-06-06,0,79
DE-BE,00+,2021-06-07,1,80
DE-BE,00+,2021-06-08,12,68
DE-BE,00+,2021-06-09,16,68
DE-BE,00+,2021-06-10,17,70
DE-BE,00+,2021-06-11,18,75
DE-BE,00+,2021-06-12,16,80
DE-BE,00+,2021-06-13,2,82
DE-BE,00+,2021-06-14,0,81
DE-BE,00+,2021-06-15,9,78
DE-BE,00+,2021-06-16,15,77
DE-BE,00+,2021-06-17,15,75
DE-BE,00+,2021-06-18,10,67
DE-BE,00+,2021-06-19,6,57
DE-BE,00+,2021-06-20,0,55
DE-BE,00+,2021-06-21,0,55
DE-BE,00+,2021-06-22,4,50
DE-BE,00+,2021-06-23,11,46
DE-BE,00+,2021-06-24,10,41
DE-BE,00+,2021-06-25,9,40
DE-BE,00+,2021-06-26,6,40
DE-BE,00+,2021-06-27,1,41
DE-BE,00+,2021-06-28,0,41
DE-BE,00+,2021-06-29,4,41
DE-BE,00+,2021-06-30,6,36
DE-BE,00+,2021-07-01,3,29
DE-BE,00+,2021-07-02,7,27
DE-BE,00+,2021-07-03,4,25
DE-BE,00+,2021-07-04,1,25
DE-BE,00+,2021-07-05,1,26
DE-BE,00+,2021-07-06,14,36
DE-BE,00+,2021-07-07,3,33
DE-BE,00+,2021-07-08,1,31
DE-BE,00+,2021-07-09,7,31
DE-BE,00+,2021-07-10,6,33
DE-BE,00+,2021-07-11,0,32
DE-BE,00+,2021-07-12,0,31
DE-BE,00+,2021-07-13,6,23
DE-BE,00+,2021-07-14,9,29
DE-BE,00+,2021-07-15,11,39
DE-BE,00+,2021-07-16,6,38
DE-BE,00+,2021-07-17,9,41
DE-BE,00+,2021-07-18,0,41
DE-BE,00+,2021-07-19,0,41
DE-BE,00+,2021-07-20,12,47
DE-BE,00+,2021-07-21,2,40
DE-BE,00+,2021-07-22,9,38
DE-BE,00+,2021-07-23,4,36
DE-BE,00+,2021-07-24,1,28
DE-BE,00+,2021-07-25,0,28
DE-BE,00+,2021-07-26,0,28
DE-BE,00+,2021-07-27,7,23
DE-BE,00+,2021-07-28,10,31
DE-BE,00+,2021-07-29,5,27
DE-BE,00+,2021-07-30,5,28
DE-BE,00+,2021-07-31,4,31
DE-BE,00+,2021-08-01,0,31
DE-BE,00+,2021-08-02,0,31
DE-BE,00+,2021-08-03,8,32
DE-BE,00+,2021-08-04,5,27
DE-BE,00+,2021-08-05,7,29
DE-BE,00+,2021-08-06,11,35
DE-BE,00+,2021-08-07,5,36
DE-BE,00+,2021-08-08,0,36
DE-BE,00+,2021-08-09,0,36
DE-BE,00+,2021-08-10,13,41
DE-BE,00+,2021-08-11,19,55
DE-BE,00+,2021-08-12,12,60
DE-BE,00+,2021-08-13,17,66
DE-BE,00+,2021-08-14,13,74
DE-BE,00+,2021-08-15,2,76
DE-BE,00+,2021-08-16,0,76
DE-BE,00+,2021-08-17,13,76
DE-BE,00+,2021-08-18,13,70
DE-BE,00+,2021-08-19,12,70
DE-BE,00+,2021-08-20,15,68
DE-BE,00+,2021-08-21,8,63
DE-BE,00+,2021-08-22,-1,60
DE-BE,00+,2021-08-23,1,61
DE-BE,00+,2021-08-24,20,68
DE-BE,00+,2021-08-25,13,68
DE-BE,00+,2021-08-26,19,75
DE-BE,00+,2021-08-27,-8,52
DE-BE,00+,2021-08-28,17,61
DE-BE,00+,2021-08-29,0,62
DE-BE,00+,2021-08-30,0,61
DE-BE,00+,2021-08-31,9,50
DE-BE,00+,2021-09-01,32,69
DE-BE,00+,2021-09-02,19,69
DE-BE,00+,2021-09-03,28,105
DE-BE,00+,2021-09-04,14,102
DE-BE,00+,2021-09-05,0,102
DE-BE,00+,2021-09-06,2,104
DE-BE,00+,2021-09-07,20,115
DE-BE,00+,2021-09-08,9,92
DE-BE,00+,2021-09-09,10,83
DE-BE,00+,2021-09-10,14,69
DE-BE,00+,2021-09-11,15,70
DE-BE,00+,2021-09-12,2,72
DE-BE,00+,2021-09-13,0,70
DE-BE,00+,2021-09-14,21,71
DE-BE,00+,2021-09-15,26,88
DE-BE,00+,2021-09-16,31,109
DE-BE,00+,2021-09-17,18,113
DE-BE,00+,2021-09-18,14,112
DE-BE,00+,2021-09-19,3,113
DE-BE,00+,2021-09-20,0,113
DE-BE,00+,2021-09-21,16,108
DE-BE,00+,2021-09-22,28,110
DE-BE,00+,2021-09-23,7,86
DE-BE,00+,2021-09-24,16,84
DE-BE,00+,2021-09-25,9,79
DE-BE,00+,2021-09-26,2,78
DE-BE,00+,2021-09-27,0,78
DE-BE,00+,2021-09-28,18,80
DE-BE,00+,2021-09-29,14,66
DE-BE,00+,2021-09-30,18,77
DE-BE,00+,2021-10-01,14,75
DE-BE,00+,2021-10-02,22,88
DE-BE,00+,2021-10-03,0,86
DE-BE,00+,2021-10-04,0,86
DE-BE,00+,2021-10-05,25,93
DE-BE,00+,2021-10-06,26,105
DE-BE,00+,2021-10-07,13,100
DE-BE,00+,2021-10-08,31,117
DE-BE,00+,2021-10-09,29,124
DE-BE,00+,2021-10-10,2,126
DE-BE,00+,2021-10-11,1,127
DE-BE,00+,2021-10-12,20,122
DE-BE,00+,2021-10-13,28,124
DE-BE,00+,2021-10-14,26,137
DE-BE,00+,2021-10-15,40,146
DE-BE,00+,2021-10-16,19,136
DE-BE,00+,2021-10-17,8,142
DE-BE,00+,2021-10-18,1,142
DE-BE,00+,2021-10-19,39,161
DE-BE,00+,2021-10-20,38,171
DE-BE,00+,2021-10-21,35,180
DE-BE,00+,2021-10-22,26,166
DE-BE,00+,2021-10-23,32,179
DE-BE,00+,2021-10-24,5,176
