model,target_type,target_end_date,location,age_group,pathogen,mean,q0.025,q0.1,q0.25,q0.5,q0.75,q0.9,q0.975
RKI-weekly_report,hosp,2021-09-16,DE,00+,COVID-19,2911.0,2856.0,,,,,,2941.0
RKI-weekly_report,hosp,2021-09-17,DE,00+,COVID-19,2844.0,2786.0,,,,,,2904.0
RKI-weekly_report,hosp,2021-09-18,DE,00+,COVID-19,2792.0,2734.0,,,,,,2846.0
RKI-weekly_report,hosp,2021-09-19,DE,00+,COVID-19,2733.0,2677.0,,,,,,2797.0
RKI-weekly_report,hosp,2021-09-20,DE,00+,COVID-19,2672.0,2608.0,,,,,,2743.0
RKI-weekly_report,hosp,2021-09-21,DE,00+,COVID-19,2611.0,2553.0,,,,,,2674.0
RKI-weekly_report,hosp,2021-09-22,DE,00+,COVID-19,2566.0,2522.0,,,,,,2622.0
RKI-weekly_report,hosp,2021-09-23,DE,00+,COVID-19,2571.0,2522.0,,,,,,2616.0
RKI-weekly_report,hosp,2021-09-24,DE,00+,COVID-19,2559.0,2499.0,,,,,,2611.0
RKI-weekly_report,hosp,2021-09-25,DE,00+,COVID-19,2532.0,2484.0,,,,,,2593.0
RKI-weekly_report,hosp,2021-09-26,DE,00+,COVID-19,2540.0,2490.0,,,,,,2611.0
RKI-weekly_report,hosp,2021-09-27,DE,00+,COVID-19,2575.0,2504.0,,,,,,2668.0
RKI-weekly_report,hosp,2021-09-28,DE,00+,COVID-19,2656.0,2559.0,,,,,,2754.0
RKI-weekly_report,hosp,2021-09-29,DE,00+,COVID-19,2696.0,2608.0,,,,,,2783.0
RKI-weekly_report,hosp,2021-09-30,DE,00+,COVID-19,2663.0,2576.0,,,,,,2754.0
RKI-weekly_report,hosp,2021-10-01,DE,00+,COVID-19,2658.0,2576.0,,,,,,2749.0
RKI-weekly_report,hosp,2021-10-02,DE,00+,COVID-19,2669.0,2585.0,,,,,,2760.0
RKI-weekly_report,hosp,2021-10-03,DE,00+,COVID-19,2678.0,2585.0,,,,,,2766.0
RKI-weekly_report,hosp,2021-10-04,DE,00+,COVID-19,2673.0,2555.0,,,,,,2766.0
RKI-weekly_report,hosp,2021-10-05,DE,00+,COVID-19,2621.0,2522.0,,,,,,2737.0
RKI-weekly_report,hosp,2021-10-06,DE,00+,COVID-19,2628.0,2524.0,,,,,,2760.0
RKI-weekly_report,hosp,2021-10-07,DE,00+,COVID-19,2700.0,2556.0,,,,,,2858.0
RKI-weekly_report,hosp,2021-10-08,DE,00+,COVID-19,2800.0,2641.0,,,,,,2961.0
RKI-weekly_report,hosp,2021-10-09,DE,00+,COVID-19,2871.0,2734.0,,,,,,3016.0
testteam-testmodel,hosp,2021-09-16,DE,00+,COVID-19,3047.0,1857.0,2210.0,2563.0,2996.0,3476.0,3949.0,4525.0
testteam-testmodel,hosp,2021-09-16,DE,00-04,COVID-19,80.0,45.0,55.0,65.0,78.0,92.0,106.0,123.0
testteam-testmodel,hosp,2021-09-16,DE,05-14,COVID-19,57.0,31.0,39.0,46.0,56.0,66.0,76.0,89.0
testteam-testmodel,hosp,2021-09-16,DE,15-34,COVID-19,494.0,298.0,356.0,414.0,486.0,565.0,643.0,738.0
testteam-testmodel,hosp,2021-09-16,DE,35-59,COVID-19,1081.0,656.0,782.0,908.0,1062.0,1234.0,1402.0,1608.0
testteam-testmodel,hosp,2021-09-16,DE,60-79,COVID-19,702.0,425.0,507.0,589.0,690.0,802.0,912.0,1046.0
testteam-testmodel,hosp,2021-09-16,DE,80+,COVID-19,606.0,366.0,437.0,508.0,595.0,692.0,787.0,903.0
testteam-testmodel,hosp,2021-09-17,DE,00+,COVID-19,2941.0,1793.0,2133.0,2473.0,2892.0,3355.0,3812.0,4368.0
testteam-testmodel,hosp,2021-09-17,DE,00-04,COVID-19,80.0,45.0,55.0,65.0,78.0,92.0,106.0,123.0
testteam-testmodel,hosp,2021-09-17,DE,05-14,COVID-19,54.0,29.0,37.0,44.0,53.0,63.0,73.0,85.0
testteam-testmodel,hosp,2021-09-17,DE,15-34,COVID-19,469.0,283.0,338.0,393.0,461.0,536.0,611.0,701.0
testteam-testmodel,hosp,2021-09-17,DE,35-59,COVID-19,1051.0,638.0,761.0,883.0,1034.0,1200.0,1365.0,1565.0
testteam-testmodel,hosp,2021-09-17,DE,60-79,COVID-19,683.0,414.0,494.0,573.0,672.0,781.0,888.0,1019.0
testteam-testmodel,hosp,2021-09-17,DE,80+,COVID-19,576.0,348.0,416.0,483.0,566.0,658.0,749.0,859.0
testteam-testmodel,hosp,2021-09-18,DE,00+,COVID-19,2841.0,1732.0,2061.0,2389.0,2794.0,3241.0,3683.0,4220.0
testteam-testmodel,hosp,2021-09-18,DE,00-04,COVID-19,83.0,47.0,57.0,68.0,81.0,96.0,110.0,127.0
testteam-testmodel,hosp,2021-09-18,DE,05-14,COVID-19,48.0,26.0,32.0,39.0,47.0,56.0,65.0,76.0
testteam-testmodel,hosp,2021-09-18,DE,15-34,COVID-19,471.0,284.0,339.0,395.0,463.0,539.0,613.0,704.0
testteam-testmodel,hosp,2021-09-18,DE,35-59,COVID-19,973.0,590.0,704.0,817.0,957.0,1111.0,1263.0,1448.0
testteam-testmodel,hosp,2021-09-18,DE,60-79,COVID-19,673.0,407.0,486.0,565.0,662.0,769.0,875.0,1003.0
testteam-testmodel,hosp,2021-09-18,DE,80+,COVID-19,568.0,343.0,410.0,476.0,558.0,649.0,738.0,847.0
