model,target_type,target_end_date,location,age_group,pathogen,mean,q0.025,q0.1,q0.25,q0.5,q0.75,q0.9,q0.975
testteam-testmodel,hosp,2021-09-15,DE,00+,COVID-19,3058,1864,2218,2572,3007,3489,3964,4542
testteam-testmodel,hosp,2021-09-15,DE,00-04,COVID-19,88,50,61,72,86,102,117,135
testteam-testmodel,hosp,2021-09-15,DE,05-14,COVID-19,60,33,41,49,58,69,80,93
testteam-testmodel,hosp,2021-09-15,DE,15-34,COVID-19,524,316,378,440,515,599,682,783
testteam-testmodel,hosp,2021-09-15,DE,35-59,COVID-19,1123,682,813,944,1104,1282,1458,1671
testteam-testmodel,hosp,2021-09-15,DE,60-79,COVID-19,712,431,514,597,700,813,925,1061
testteam-testmodel,hosp,2021-09-15,DE,80+,COVID-19,562,339,405,471,552,642,730,838
testteam-testmodel,hosp,2021-09-16,DE,00+,COVID-19,2998,1828,2175,2522,2948,3421,3886,4453
testteam-testmodel,hosp,2021-09-16,DE,00-04,COVID-19,80,45,55,66,78,92,106,123
testteam-testmodel,hosp,2021-09-16,DE,05-14,COVID-19,59,32,40,48,57,68,79,91
testteam-testmodel,hosp,2021-09-16,DE,15-34,COVID-19,509,307,367,427,500,582,662,760
testteam-testmodel,hosp,2021-09-16,DE,35-59,COVID-19,1094,664,792,919,1075,1249,1419,1627
testteam-testmodel,hosp,2021-09-16,DE,60-79,COVID-19,696,421,502,584,684,795,904,1037
testteam-testmodel,hosp,2021-09-16,DE,80+,COVID-19,572,345,412,479,562,653,743,853
testteam-testmodel,hosp,2021-09-17,DE,00+,COVID-19,2894,1764,2099,2434,2846,3302,3751,4298
testteam-testmodel,hosp,2021-09-17,DE,00-04,COVID-19,80,45,55,66,78,92,106,123
testteam-testmodel,hosp,2021-09-17,DE,05-14,COVID-19,56,30,38,45,54,65,75,87
testteam-testmodel,hosp,2021-09-17,DE,15-34,COVID-19,483,291,348,405,475,552,628,721
testteam-testmodel,hosp,2021-09-17,DE,35-59,COVID-19,1064,646,770,894,1046,1215,1381,1584
testteam-testmodel,hosp,2021-09-17,DE,60-79,COVID-19,677,410,489,568,666,774,880,1010
testteam-testmodel,hosp,2021-09-17,DE,80+,COVID-19,544,328,392,456,534,621,707,811
testteam-testmodel,hosp,2021-09-18,DE,00+,COVID-19,2796,1704,2028,2351,2749,3190,3624,4152
testteam-testmodel,hosp,2021-09-18,DE,00-04,COVID-19,83,47,58,68,81,96,110,127
testteam-testmodel,hosp,2021-09-18,DE,05-14,COVID-19,49,27,33,40,48,58,67,78
testteam-testmodel,hosp,2021-09-18,DE,15-34,COVID-19,485,292,350,407,477,554,631,724
testteam-testmodel,hosp,2021-09-18,DE,35-59,COVID-19,985,598,713,827,968,1124,1278,1466
testteam-testmodel,hosp,2021-09-18,DE,60-79,COVID-19,667,404,482,560,656,762,867,995
testteam-testmodel,hosp,2021-09-18,DE,80+,COVID-19,536,323,386,449,527,612,697,799
testteam-testmodel,hosp,2021-09-19,DE,00+,COVID-19,2740,1670,1987,2304,2694,3126,3551,4070
testteam-testmodel,hosp,2021-09-19,DE,00-04,COVID-19,78,44,54,64,76,90,103,120
testteam-testmodel,hosp,2021-09-19,DE,05-14,COVID-19,52,28,36,43,51,61,71,82
testteam-testmodel,hosp,2021-09-19,DE,15-34,COVID-19,472,284,340,395,464,539,614,704
testteam-testmodel,hosp,2021-09-19,DE,35-59,COVID-19,985,598,713,827,968,1124,1278,1466
testteam-testmodel,hosp,2021-09-19,DE,60-79,COVID-19,651,394,470,546,640,744,846,970
testteam-testmodel,hosp,2021-09-19,DE,80+,COVID-19,512,309,369,429,503,585,666,764
testteam-testmodel,hosp,2021-09-20,DE,00+,COVID-19,2681,1634,1944,2255,2636,3059,3475,3982
testteam-testmodel,hosp,2021-09-20,DE,00-04,COVID-19,78,44,54,64,76,90,103,120
testteam-testmodel,hosp,2021-09-20,DE,05-14,COVID-19,53,29,36,44,52,62,72,84
testteam-testmodel,hosp,2021-09-20,DE,15-34,COVID-19,457,275,329,383,449,523,595,683
testteam-testmodel,hosp,2021-09-20,DE,35-59,COVID-19,958,582,693,805,942,1094,1244,1427
testteam-testmodel,hosp,2021-09-20,DE,60-79,COVID-19,635,384,458,532,624,725,825,946
testteam-testmodel,hosp,2021-09-20,DE,80+,COVID-19,509,307,367,426,500,581,662,759
testteam-testmodel,hosp,2021-09-21,DE,00+,COVID-19,2610,1590,1893,2195,2567,2978,3383,3877
testteam-testmodel,hosp,2021-09-21,DE,00-04,COVID-19,74,42,52,61,73,86,99,115
testteam-testmodel,hosp,2021-09-21,DE,05-14,COVID-19,52,28,36,43,51,61,71,82
testteam-testmodel,hosp,2021-09-21,DE,15-34,COVID-19,446,268,321,373,438,510,580,666
testteam-testmodel,hosp,2021-09-21,DE,35-59,COVID-19,894,542,647,751,879,1021,1161,1332
testteam-testmodel,hosp,2021-09-21,DE,60-79,COVID-19,653,395,471,548,642,746,849,973
testteam-testmodel,hosp,2021-09-21,DE,80+,COVID-19,499,301,359,418,490,570,649,745
testteam-testmodel,hosp,2021-09-22,DE,00+,COVID-19,2541,1548,1843,2137,2499,2899,3294,3775
testteam-testmodel,hosp,2021-09-22,DE,00-04,COVID-19,70,39,49,58,69,82,94,109
testteam-testmodel,hosp,2021-09-22,DE,05-14,COVID-19,58,32,39,47,56,67,77,90
testteam-testmodel,hosp,2021-09-22,DE,15-34,COVID-19,424,255,305,355,417,485,552,634
testteam-testmodel,hosp,2021-09-22,DE,35-59,COVID-19,867,526,627,728,852,990,1126,1291
testteam-testmodel,hosp,2021-09-22,DE,60-79,COVID-19,678,410,490,569,667,775,881,1011
testteam-testmodel,hosp,2021-09-22,DE,80+,COVID-19,453,273,326,379,445,518,589,677
testteam-testmodel,hosp,2021-09-23,DE,00+,COVID-19,2473,1507,1794,2080,2432,2822,3206,3674
testteam-testmodel,hosp,2021-09-23,DE,00-04,COVID-19,72,41,50,59,71,84,97,112
testteam-testmodel,hosp,2021-09-23,DE,05-14,COVID-19,59,32,40,48,57,68,79,91
testteam-testmodel,hosp,2021-09-23,DE,15-34,COVID-19,413,248,297,346,406,472,537,617
testteam-testmodel,hosp,2021-09-23,DE,35-59,COVID-19,822,498,594,690,808,939,1068,1224
testteam-testmodel,hosp,2021-09-23,DE,60-79,COVID-19,681,412,492,572,670,778,885,1016
testteam-testmodel,hosp,2021-09-23,DE,80+,COVID-19,435,262,313,364,427,497,566,650
testteam-testmodel,hosp,2021-09-24,DE,00+,COVID-19,2472,1506,1793,2079,2431,2821,3205,3673
testteam-testmodel,hosp,2021-09-24,DE,00-04,COVID-19,74,42,52,61,73,86,99,115
testteam-testmodel,hosp,2021-09-24,DE,05-14,COVID-19,62,34,42,50,60,72,83,96
testteam-testmodel,hosp,2021-09-24,DE,15-34,COVID-19,418,251,301,350,411,478,544,625
testteam-testmodel,hosp,2021-09-24,DE,35-59,COVID-19,824,500,596,692,810,941,1070,1227
testteam-testmodel,hosp,2021-09-24,DE,60-79,COVID-19,656,397,474,550,645,749,852,978
testteam-testmodel,hosp,2021-09-24,DE,80+,COVID-19,447,269,322,374,439,511,582,668
testteam-testmodel,hosp,2021-09-25,DE,00+,COVID-19,2446,1490,1774,2057,2405,2791,3171,3634
testteam-testmodel,hosp,2021-09-25,DE,00-04,COVID-19,77,43,53,63,75,89,102,118
testteam-testmodel,hosp,2021-09-25,DE,05-14,COVID-19,57,31,39,46,55,66,76,88
testteam-testmodel,hosp,2021-09-25,DE,15-34,COVID-19,408,246,294,342,402,467,532,611
testteam-testmodel,hosp,2021-09-25,DE,35-59,COVID-19,838,508,606,704,824,957,1089,1249
testteam-testmodel,hosp,2021-09-25,DE,60-79,COVID-19,640,387,462,537,629,731,831,954
testteam-testmodel,hosp,2021-09-25,DE,80+,COVID-19,435,262,313,364,427,497,566,650
testteam-testmodel,hosp,2021-09-26,DE,00+,COVID-19,2413,1470,1749,2029,2372,2753,3127,3584
testteam-testmodel,hosp,2021-09-26,DE,00-04,COVID-19,74,42,52,61,73,86,99,115
testteam-testmodel,hosp,2021-09-26,DE,05-14,COVID-19,54,30,37,44,53,63,73,85
testteam-testmodel,hosp,2021-09-26,DE,15-34,COVID-19,398,239,286,333,391,455,519,595
testteam-testmodel,hosp,2021-09-26,DE,35-59,COVID-19,806,488,582,676,792,920,1047,1200
testteam-testmodel,hosp,2021-09-26,DE,60-79,COVID-19,639,386,461,536,628,730,830,952
testteam-testmodel,hosp,2021-09-26,DE,80+,COVID-19,449,270,323,376,441,513,584,671
testteam-testmodel,hosp,2021-09-27,DE,00+,COVID-19,2414,1470,1750,2029,2373,2754,3129,3585
testteam-testmodel,hosp,2021-09-27,DE,00-04,COVID-19,73,41,51,60,72,85,98,114
testteam-testmodel,hosp,2021-09-27,DE,05-14,COVID-19,58,32,39,47,56,67,77,90
testteam-testmodel,hosp,2021-09-27,DE,15-34,COVID-19,395,237,284,331,388,452,515,591
testteam-testmodel,hosp,2021-09-27,DE,35-59,COVID-19,802,486,580,673,788,916,1041,1194
testteam-testmodel,hosp,2021-09-27,DE,60-79,COVID-19,642,388,463,538,631,733,834,957
testteam-testmodel,hosp,2021-09-27,DE,80+,COVID-19,452,272,325,379,444,517,588,675
testteam-testmodel,hosp,2021-09-28,DE,00+,COVID-19,2433,1482,1764,2046,2392,2776,3154,3614
testteam-testmodel,hosp,2021-09-28,DE,00-04,COVID-19,70,39,49,58,69,82,94,109
testteam-testmodel,hosp,2021-09-28,DE,05-14,COVID-19,59,32,40,48,57,68,79,91
testteam-testmodel,hosp,2021-09-28,DE,15-34,COVID-19,391,235,281,327,384,447,509,585
testteam-testmodel,hosp,2021-09-28,DE,35-59,COVID-19,807,489,583,677,793,921,1048,1202
testteam-testmodel,hosp,2021-09-28,DE,60-79,COVID-19,637,385,460,534,626,727,827,949
testteam-testmodel,hosp,2021-09-28,DE,80+,COVID-19,477,287,344,400,469,545,620,712
testteam-testmodel,hosp,2021-09-29,DE,00+,COVID-19,2507,1527,1818,2108,2465,2860,3250,3724
testteam-testmodel,hosp,2021-09-29,DE,00-04,COVID-19,76,42,52,62,74,87,101,117
testteam-testmodel,hosp,2021-09-29,DE,05-14,COVID-19,58,32,39,47,56,67,77,90
testteam-testmodel,hosp,2021-09-29,DE,15-34,COVID-19,412,248,296,345,405,471,536,615
testteam-testmodel,hosp,2021-09-29,DE,35-59,COVID-19,820,497,593,688,806,937,1065,1221
testteam-testmodel,hosp,2021-09-29,DE,60-79,COVID-19,635,384,458,532,624,725,825,946
testteam-testmodel,hosp,2021-09-29,DE,80+,COVID-19,515,311,371,432,506,588,669,768
testteam-testmodel,hosp,2021-09-30,DE,00+,COVID-19,2533,1543,1837,2130,2491,2890,3284,3763
testteam-testmodel,hosp,2021-09-30,DE,00-04,COVID-19,74,42,52,61,73,86,99,115
testteam-testmodel,hosp,2021-09-30,DE,05-14,COVID-19,57,31,39,46,55,66,76,88
testteam-testmodel,hosp,2021-09-30,DE,15-34,COVID-19,409,246,295,343,403,468,533,612
testteam-testmodel,hosp,2021-09-30,DE,35-59,COVID-19,838,508,606,704,824,957,1089,1249
testteam-testmodel,hosp,2021-09-30,DE,60-79,COVID-19,618,374,446,519,608,707,804,922
testteam-testmodel,hosp,2021-09-30,DE,80+,COVID-19,543,328,391,455,533,620,706,810
testteam-testmodel,hosp,2021-10-01,DE,00+,COVID-19,2459,1498,1783,2068,2418,2806,3188,3653
testteam-testmodel,hosp,2021-10-01,DE,00-04,COVID-19,68,38,47,56,67,79,91,106
testteam-testmodel,hosp,2021-10-01,DE,05-14,COVID-19,52,28,36,43,51,61,71,82
testteam-testmodel,hosp,2021-10-01,DE,15-34,COVID-19,388,233,279,325,381,444,505,580
testteam-testmodel,hosp,2021-10-01,DE,35-59,COVID-19,789,478,571,663,776,902,1025,1176
testteam-testmodel,hosp,2021-10-01,DE,60-79,COVID-19,621,376,449,521,611,710,808,927
testteam-testmodel,hosp,2021-10-01,DE,80+,COVID-19,546,329,394,458,536,624,710,814
testteam-testmodel,hosp,2021-10-02,DE,00+,COVID-19,2438,1485,1768,2050,2397,2782,3160,3621
testteam-testmodel,hosp,2021-10-02,DE,00-04,COVID-19,66,37,46,54,65,77,88,103
testteam-testmodel,hosp,2021-10-02,DE,05-14,COVID-19,58,32,39,47,56,67,77,90
testteam-testmodel,hosp,2021-10-02,DE,15-34,COVID-19,371,223,267,311,365,425,484,556
testteam-testmodel,hosp,2021-10-02,DE,35-59,COVID-19,777,471,562,653,764,888,1010,1158
testteam-testmodel,hosp,2021-10-02,DE,60-79,COVID-19,612,370,442,514,602,700,796,913
testteam-testmodel,hosp,2021-10-02,DE,80+,COVID-19,559,337,403,468,549,638,726,833
testteam-testmodel,hosp,2021-10-03,DE,00+,COVID-19,2431,1481,1763,2044,2390,2773,3151,3611
testteam-testmodel,hosp,2021-10-03,DE,00-04,COVID-19,66,37,46,54,65,77,88,103
testteam-testmodel,hosp,2021-10-03,DE,05-14,COVID-19,57,31,39,46,55,66,76,88
testteam-testmodel,hosp,2021-10-03,DE,15-34,COVID-19,381,229,274,319,374,435,496,569
testteam-testmodel,hosp,2021-10-03,DE,35-59,COVID-19,754,457,545,633,741,861,979,1123
testteam-testmodel,hosp,2021-10-03,DE,60-79,COVID-19,625,378,452,525,615,715,813,933
testteam-testmodel,hosp,2021-10-03,DE,80+,COVID-19,554,334,399,464,544,633,720,826
testteam-testmodel,hosp,2021-10-04,DE,00+,COVID-19,2420,1474,1755,2035,2379,2761,3137,3594
testteam-testmodel,hosp,2021-10-04,DE,00-04,COVID-19,66,37,46,54,65,77,88,103
testteam-testmodel,hosp,2021-10-04,DE,05-14,COVID-19,54,30,37,44,53,63,73,85
testteam-testmodel,hosp,2021-10-04,DE,15-34,COVID-19,380,228,273,318,373,434,494,568
testteam-testmodel,hosp,2021-10-04,DE,35-59,COVID-19,756,458,546,635,743,863,982,1126
testteam-testmodel,hosp,2021-10-04,DE,60-79,COVID-19,621,376,449,521,611,710,808,927
testteam-testmodel,hosp,2021-10-04,DE,80+,COVID-19,548,331,395,459,538,626,712,817
testteam-testmodel,hosp,2021-10-05,DE,00+,COVID-19,2371,1444,1719,1994,2331,2705,3074,3522
testteam-testmodel,hosp,2021-10-05,DE,00-04,COVID-19,71,40,49,59,70,83,95,110
testteam-testmodel,hosp,2021-10-05,DE,05-14,COVID-19,47,25,32,38,46,55,64,75
testteam-testmodel,hosp,2021-10-05,DE,15-34,COVID-19,364,219,262,305,358,416,474,545
testteam-testmodel,hosp,2021-10-05,DE,35-59,COVID-19,745,451,538,625,732,851,967,1110
testteam-testmodel,hosp,2021-10-05,DE,60-79,COVID-19,622,376,449,522,612,711,809,928
testteam-testmodel,hosp,2021-10-05,DE,80+,COVID-19,527,318,380,442,518,602,685,786
testteam-testmodel,hosp,2021-10-06,DE,00+,COVID-19,2252,1372,1633,1894,2215,2570,2920,3346
testteam-testmodel,hosp,2021-10-06,DE,00-04,COVID-19,61,34,42,50,60,71,82,95
testteam-testmodel,hosp,2021-10-06,DE,05-14,COVID-19,45,24,30,37,44,53,61,72
testteam-testmodel,hosp,2021-10-06,DE,15-34,COVID-19,313,188,225,262,308,359,409,470
testteam-testmodel,hosp,2021-10-06,DE,35-59,COVID-19,700,424,506,587,688,800,909,1043
testteam-testmodel,hosp,2021-10-06,DE,60-79,COVID-19,614,371,443,515,604,702,798,916
testteam-testmodel,hosp,2021-10-06,DE,80+,COVID-19,523,315,377,438,514,597,680,780
testteam-testmodel,hosp,2021-10-07,DE,00+,COVID-19,2227,1356,1615,1872,2190,2541,2887,3309
testteam-testmodel,hosp,2021-10-07,DE,00-04,COVID-19,56,31,38,46,55,65,75,87
testteam-testmodel,hosp,2021-10-07,DE,05-14,COVID-19,42,22,28,34,41,49,57,67
testteam-testmodel,hosp,2021-10-07,DE,15-34,COVID-19,303,181,217,253,298,347,395,454
testteam-testmodel,hosp,2021-10-07,DE,35-59,COVID-19,669,405,483,562,658,765,870,998
testteam-testmodel,hosp,2021-10-07,DE,60-79,COVID-19,634,383,457,532,623,724,823,945
testteam-testmodel,hosp,2021-10-07,DE,80+,COVID-19,527,318,380,442,518,602,685,786
testteam-testmodel,hosp,2021-10-08,DE,00+,COVID-19,2255,1374,1635,1896,2218,2573,2924,3351
testteam-testmodel,hosp,2021-10-08,DE,00-04,COVID-19,50,27,34,40,49,58,67,78
testteam-testmodel,hosp,2021-10-08,DE,05-14,COVID-19,42,22,28,34,41,49,57,67
testteam-testmodel,hosp,2021-10-08,DE,15-34,COVID-19,290,173,208,242,285,332,378,434
testteam-testmodel,hosp,2021-10-08,DE,35-59,COVID-19,671,406,485,563,660,767,873,1001
testteam-testmodel,hosp,2021-10-08,DE,60-79,COVID-19,666,403,481,559,655,761,866,993
testteam-testmodel,hosp,2021-10-08,DE,80+,COVID-19,540,326,389,452,530,617,702,805
testteam-testmodel,hosp,2021-10-09,DE,00+,COVID-19,2294,1397,1663,1929,2256,2617,2974,3408
testteam-testmodel,hosp,2021-10-09,DE,00-04,COVID-19,44,24,30,36,44,52,60,70
testteam-testmodel,hosp,2021-10-09,DE,05-14,COVID-19,44,24,30,36,43,52,60,70
testteam-testmodel,hosp,2021-10-09,DE,15-34,COVID-19,298,178,214,249,293,341,389,447
testteam-testmodel,hosp,2021-10-09,DE,35-59,COVID-19,661,400,478,555,650,756,859,986
testteam-testmodel,hosp,2021-10-09,DE,60-79,COVID-19,706,427,510,592,694,806,917,1052
testteam-testmodel,hosp,2021-10-09,DE,80+,COVID-19,544,328,392,456,534,621,707,811
testteam-testmodel,hosp,2021-10-10,DE,00+,COVID-19,2306,1405,1672,1939,2268,2631,2990,3426
testteam-testmodel,hosp,2021-10-10,DE,00-04,COVID-19,49,26,33,39,48,57,66,77
testteam-testmodel,hosp,2021-10-10,DE,05-14,COVID-19,44,24,30,36,43,52,60,70
testteam-testmodel,hosp,2021-10-10,DE,15-34,COVID-19,287,172,206,240,283,329,375,431
testteam-testmodel,hosp,2021-10-10,DE,35-59,COVID-19,681,412,492,571,669,778,884,1015
testteam-testmodel,hosp,2021-10-10,DE,60-79,COVID-19,700,424,505,587,688,799,909,1043
testteam-testmodel,hosp,2021-10-10,DE,80+,COVID-19,549,331,396,460,539,627,713,819
testteam-testmodel,hosp,2021-10-11,DE,00+,COVID-19,2320,1413,1682,1951,2282,2647,3008,3447
testteam-testmodel,hosp,2021-10-11,DE,00-04,COVID-19,49,26,33,39,48,57,66,77
testteam-testmodel,hosp,2021-10-11,DE,05-14,COVID-19,43,23,29,35,42,50,59,68
