model,target_type,target_end_date,location,age_group,pathogen,mean,q0.025,q0.1,q0.25,q0.5,q0.75,q0.9,q0.975
testteam-testmodel,hosp,2021-09-11,DE,00+,COVID-19,3214,1959,2332,2703,3160,3667,4166,4773
testteam-testmodel,hosp,2021-09-11,DE,00-04,COVID-19,100,57,70,83,98,115,132,153
testteam-testmodel,hosp,2021-09-11,DE,05-14,COVID-19,85,48,59,70,83,98,113,131
testteam-testmodel,hosp,2021-09-11,DE,15-34,COVID-19,562,340,406,472,553,643,731,839
testteam-testmodel,hosp,2021-09-11,DE,35-59,COVID-19,1213,737,879,1019,1193,1385,1574,1805
testteam-testmodel,hosp,2021-09-11,DE,60-79,COVID-19,772,468,558,648,759,882,1003,1150
testteam-testmodel,hosp,2021-09-11,DE,80+,COVID-19,527,318,380,442,518,603,686,787
testteam-testmodel,hosp,2021-09-12,DE,00+,COVID-19,3184,1941,2310,2678,3131,3632,4126,4728
testteam-testmodel,hosp,2021-09-12,DE,00-04,COVID-19,101,58,71,84,99,117,134,155
testteam-testmodel,hosp,2021-09-12,DE,05-14,COVID-19,82,46,57,67,80,95,109,126
testteam-testmodel,hosp,2021-09-12,DE,15-34,COVID-19,558,337,403,468,549,638,726,833
testteam-testmodel,hosp,2021-09-12,DE,35-59,COVID-19,1171,712,848,984,1152,1337,1520,1743
testteam-testmodel,hosp,2021-09-12,DE,60-79,COVID-19,772,468,558,648,759,882,1003,1150
testteam-testmodel,hosp,2021-09-12,DE,80+,COVID-19,545,329,393,457,535,622,708,813
testteam-testmodel,hosp,2021-09-13,DE,00+,COVID-19,3174,1935,2302,2669,3121,3621,4113,4713
testteam-testmodel,hosp,2021-09-13,DE,00-04,COVID-19,98,56,69,81,96,113,130,150
testteam-testmodel,hosp,2021-09-13,DE,05-14,COVID-19,81,46,56,67,79,94,108,125
testteam-testmodel,hosp,2021-09-13,DE,15-34,COVID-19,565,341,407,474,555,645,734,842
testteam-testmodel,hosp,2021-09-13,DE,35-59,COVID-19,1153,700,835,969,1134,1316,1496,1715
testteam-testmodel,hosp,2021-09-13,DE,60-79,COVID-19,776,470,561,652,763,887,1008,1156
testteam-testmodel,hosp,2021-09-13,DE,80+,COVID-19,547,330,394,458,537,625,711,816
testteam-testmodel,hosp,2021-09-14,DE,00+,COVID-19,3149,1920,2285,2649,3097,3593,4082,4677
testteam-testmodel,hosp,2021-09-14,DE,00-04,COVID-19,91,52,63,75,89,105,120,139
testteam-testmodel,hosp,2021-09-14,DE,05-14,COVID-19,68,38,47,56,66,79,91,105
testteam-testmodel,hosp,2021-09-14,DE,15-34,COVID-19,552,333,398,463,543,631,718,824
testteam-testmodel,hosp,2021-09-14,DE,35-59,COVID-19,1153,700,835,969,1134,1316,1496,1715
testteam-testmodel,hosp,2021-09-14,DE,60-79,COVID-19,776,470,561,652,763,887,1008,1156
testteam-testmodel,hosp,2021-09-14,DE,80+,COVID-19,555,335,400,465,545,634,721,828
testteam-testmodel,hosp,2021-09-15,DE,00+,COVID-19,3048,1858,2211,2564,2998,3478,3951,4527
testteam-testmodel,hosp,2021-09-15,DE,00-04,COVID-19,88,50,61,72,86,101,116,135
testteam-testmodel,hosp,2021-09-15,DE,05-14,COVID-19,59,32,40,48,58,68,79,92
testteam-testmodel,hosp,2021-09-15,DE,15-34,COVID-19,529,319,382,444,520,605,688,790
testteam-testmodel,hosp,2021-09-15,DE,35-59,COVID-19,1129,685,817,948,1110,1288,1465,1679
testteam-testmodel,hosp,2021-09-15,DE,60-79,COVID-19,711,431,514,597,699,812,924,1060
testteam-testmodel,hosp,2021-09-15,DE,80+,COVID-19,577,349,417,484,568,660,751,861
testteam-testmodel,hosp,2021-09-16,DE,00+,COVID-19,2989,1822,2168,2513,2939,3410,3874,4439
testteam-testmodel,hosp,2021-09-16,DE,00-04,COVID-19,79,45,55,65,78,92,106,122
testteam-testmodel,hosp,2021-09-16,DE,05-14,COVID-19,58,32,39,47,57,67,77,90
testteam-testmodel,hosp,2021-09-16,DE,15-34,COVID-19,513,310,370,430,505,587,668,767
testteam-testmodel,hosp,2021-09-16,DE,35-59,COVID-19,1099,667,795,923,1080,1255,1426,1635
testteam-testmodel,hosp,2021-09-16,DE,60-79,COVID-19,695,421,502,583,683,794,903,1036
testteam-testmodel,hosp,2021-09-16,DE,80+,COVID-19,588,355,424,493,578,672,764,877
testteam-testmodel,hosp,2021-09-17,DE,00+,COVID-19,2885,1758,2092,2426,2837,3291,3739,4284
testteam-testmodel,hosp,2021-09-17,DE,00-04,COVID-19,79,45,55,65,78,92,106,122
testteam-testmodel,hosp,2021-09-17,DE,05-14,COVID-19,55,30,37,45,54,64,73,86
testteam-testmodel,hosp,2021-09-17,DE,15-34,COVID-19,487,294,351,409,479,557,634,728
testteam-testmodel,hosp,2021-09-17,DE,35-59,COVID-19,1069,649,774,898,1051,1221,1388,1591
testteam-testmodel,hosp,2021-09-17,DE,60-79,COVID-19,677,409,489,568,665,773,879,1009
testteam-testmodel,hosp,2021-09-17,DE,80+,COVID-19,559,338,403,469,549,639,727,834
testteam-testmodel,hosp,2021-09-18,DE,00+,COVID-19,2787,1698,2021,2343,2740,3179,3612,4139
testteam-testmodel,hosp,2021-09-18,DE,00-04,COVID-19,82,47,57,68,81,95,110,127
testteam-testmodel,hosp,2021-09-18,DE,05-14,COVID-19,49,26,33,39,48,57,66,76
testteam-testmodel,hosp,2021-09-18,DE,15-34,COVID-19,489,295,353,410,481,560,637,731
testteam-testmodel,hosp,2021-09-18,DE,35-59,COVID-19,990,601,716,831,973,1130,1284,1473
testteam-testmodel,hosp,2021-09-18,DE,60-79,COVID-19,667,403,481,559,655,762,866,994
testteam-testmodel,hosp,2021-09-18,DE,80+,COVID-19,551,333,397,462,541,629,716,822
testteam-testmodel,hosp,2021-09-19,DE,00+,COVID-19,2731,1664,1981,2297,2686,3116,3540,4057
testteam-testmodel,hosp,2021-09-19,DE,00-04,COVID-19,77,44,54,64,76,90,103,119
testteam-testmodel,hosp,2021-09-19,DE,05-14,COVID-19,52,28,35,42,51,60,70,81
testteam-testmodel,hosp,2021-09-19,DE,15-34,COVID-19,476,287,343,399,468,544,619,711
testteam-testmodel,hosp,2021-09-19,DE,35-59,COVID-19,990,601,716,831,973,1130,1284,1473
testteam-testmodel,hosp,2021-09-19,DE,60-79,COVID-19,650,393,470,546,639,743,845,970
testteam-testmodel,hosp,2021-09-19,DE,80+,COVID-19,526,317,379,441,517,601,684,785
testteam-testmodel,hosp,2021-09-20,DE,00+,COVID-19,2672,1629,1938,2247,2628,3049,3464,3970
testteam-testmodel,hosp,2021-09-20,DE,00-04,COVID-19,77,44,54,64,76,90,103,119
testteam-testmodel,hosp,2021-09-20,DE,05-14,COVID-19,53,29,36,43,52,61,71,83
testteam-testmodel,hosp,2021-09-20,DE,15-34,COVID-19,461,278,332,387,453,527,600,689
testteam-testmodel,hosp,2021-09-20,DE,35-59,COVID-19,963,584,697,809,947,1100,1250,1433
testteam-testmodel,hosp,2021-09-20,DE,60-79,COVID-19,634,383,458,532,623,724,824,945
