model,target_type,target_end_date,location,age_group,pathogen,mean,q0.025,q0.1,q0.25,q0.5,q0.75,q0.9,q0.975
testteam-testmodel,hosp,2021-09-03,DE,00+,COVID-19,3162,1927,2294,2659,3109,3607,4098,4695
testteam-testmodel,hosp,2021-09-03,DE,00-04,COVID-19,73,41,51,60,72,85,98,113
testteam-testmodel,hosp,2021-09-03,DE,05-14,COVID-19,70,39,48,57,69,81,93,108
testteam-testmodel,hosp,2021-09-03,DE,15-34,COVID-19,622,376,449,522,612,711,809,928
testteam-testmodel,hosp,2021-09-03,DE,35-59,COVID-19,1294,786,937,1087,1272,1477,1678,1924
testteam-testmodel,hosp,2021-09-03,DE,60-79,COVID-19,680,411,491,570,668,776,883,1013
testteam-testmodel,hosp,2021-09-03,DE,80+,COVID-19,433,261,312,363,426,495,564,647
testteam-testmodel,hosp,2021-09-04,DE,00+,COVID-19,3181,1939,2308,2675,3128,3629,4123,4724
testteam-testmodel,hosp,2021-09-04,DE,00-04,COVID-19,69,39,48,57,68,80,92,107
testteam-testmodel,hosp,2021-09-04,DE,05-14,COVID-19,65,36,45,53,64,75,87,101
testteam-testmodel,hosp,2021-09-04,DE,15-34,COVID-19,608,368,439,510,598,695,791,907
testteam-testmodel,hosp,2021-09-04,DE,35-59,COVID-19,1288,783,933,1083,1267,1471,1672,1916
testteam-testmodel,hosp,2021-09-04,DE,60-79,COVID-19,706,428,510,593,694,807,918,1053
testteam-testmodel,hosp,2021-09-04,DE,80+,COVID-19,454,273,327,380,446,519,591,678
testteam-testmodel,hosp,2021-09-05,DE,00+,COVID-19,3171,1933,2300,2667,3118,3617,4110,4709
testteam-testmodel,hosp,2021-09-05,DE,00-04,COVID-19,73,41,51,60,72,85,98,113
testteam-testmodel,hosp,2021-09-05,DE,05-14,COVID-19,66,37,45,54,65,76,88,102
testteam-testmodel,hosp,2021-09-05,DE,15-34,COVID-19,592,358,427,497,582,677,770,884
testteam-testmodel,hosp,2021-09-05,DE,35-59,COVID-19,1277,776,925,1073,1256,1458,1657,1900
testteam-testmodel,hosp,2021-09-05,DE,60-79,COVID-19,707,428,511,594,695,808,919,1054
testteam-testmodel,hosp,2021-09-05,DE,80+,COVID-19,465,280,335,390,457,532,606,695
testteam-testmodel,hosp,2021-09-06,DE,00+,COVID-19,3162,1927,2294,2659,3109,3607,4098,4695
testteam-testmodel,hosp,2021-09-06,DE,00-04,COVID-19,76,43,53,63,75,88,102,118
testteam-testmodel,hosp,2021-09-06,DE,05-14,COVID-19,66,37,45,54,65,76,88,102
testteam-testmodel,hosp,2021-09-06,DE,15-34,COVID-19,593,359,428,498,583,678,771,885
