forecast_date,target,target_end_date,location,age_group,type,quantile,value,pathogen
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,00-04,quantile,0.025,266,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,00-04,quantile,0.1,267,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,00-04,quantile,0.25,269,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,00-04,quantile,0.5,272,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,00-04,quantile,0.75,274,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,00-04,quantile,0.9,277,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,00-04,quantile,0.975,279,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,00+,quantile,0.025,16293,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,00+,quantile,0.1,16333,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,00+,quantile,0.25,16372,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,00+,quantile,0.5,16419,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,00+,quantile,0.75,16470,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,00+,quantile,0.9,16520,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,00+,quantile,0.975,16580,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,05-14,quantile,0.025,98,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,05-14,quantile,0.1,98,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,05-14,quantile,0.25,99,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,05-14,quantile,0.5,100,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,05-14,quantile,0.75,101,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,05-14,quantile,0.9,102,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,05-14,quantile,0.975,104,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,15-34,quantile,0.025,795,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,15-34,quantile,0.1,798,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,15-34,quantile,0.25,801,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,15-34,quantile,0.5,806,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,15-34,quantile,0.75,813,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,15-34,quantile,0.9,821,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,15-34,quantile,0.975,832,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,35-59,quantile,0.025,2115,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,35-59,quantile,0.1,2125,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,35-59,quantile,0.25,2137,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,35-59,quantile,0.5,2154,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,35-59,quantile,0.75,2175,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,35-59,quantile,0.9,2198,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,35-59,quantile,0.975,2230,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,60-79,quantile,0.025,5730,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,60-79,quantile,0.1,5751,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,60-79,quantile,0.25,5772,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,60-79,quantile,0.5,5798,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,60-79,quantile,0.75,5829,COVID-19
2022-11-21,-28 day ahead inc hosp,2022-10-24,DE,60-79,quantile,0.9,5859,COVID-19
