forecast_date,target,target_end_date,location,age_group,type,quantile,value,pathogen
2022-10-11,-28 day ahead inc hosp,2022-09-13,DE,00-04,quantile,0.025,162,COVID-19
2022-10-11,-28 day ahead inc hosp,2022-09-13,DE,00-04,quantile,0.1,164,COVID-19
2022-10-11,-28 day ahead inc hosp,2022-09-13,DE,00-04,quantile,0.25,165,COVID-19
2022-10-11,-28 day ahead inc hosp,2022-09-13,DE,00-04,quantile,0.5,167,COVID-19
2022-10-11,-28 day ahead inc hosp,2022-09-13,DE,00-04,quantile,0.75,169,COVID-19
2022-10-11,-28 day ahead inc hosp,2022-09-13,DE,00-04,quantile,0.9,170,COVID-19
2022-10-11,-28 day ahead inc hosp,2022-09-13,DE,00-04,quantile,0.975,172,COVID-19
2022-10-11,-28 day ahead inc hosp,2022-09-13,DE,00+,quantile,0.025,4289,COVID-19
2022-10-11,-28 day ahead inc hosp,2022-09-13,DE,00+,quantile,0.1,4306,COVID-19
2022-10-11,-28 day ahead inc hosp,2022-09-13,DE,00+,quantile,0.25,4323,COVID-19
2022-10-11,-28 day ahead inc hosp,2022-09-13,DE,00+,quantile,0.5,4346,COVID-19
2022-10-11,-28 day ahead inc hosp,2022-09-13,DE,00+,quantile,0.75,4373,COVID-19
2022-10-11,-28 day ahead inc hosp,2022-09-13,DE,00+,quantile,0.9,4401,COVID-19
2022-10-11,-28 day ahead inc hosp,2022-09-13,DE,00+,quantile,0.975,4440,COVID-19
2022-10-11,-28 day ahead inc hosp,2022-09-13,DE,05-14,quantile,0.025,48,COVID-19
2022-10-11,-28 day ahead inc hosp,2022-09-13,DE,05-14,quantile,0.1,48,COVID-19
2022-10-11,-28 day ahead inc hosp,2022-09-13,DE,05-14,quantile,0.25,48,COVID-19
2022-10-11,-28 day ahead inc hosp,2022-09-13,DE,05-14,quantile,0.5,48,COVID-19
2022-10-11,-28 day ahead inc hosp,2022-09-13,DE,05-14,quantile,0.75,50,COVID-19
2022-10-11,-28 day ahead inc hosp,2022-09-13,DE,05-14,quantile,0.9,51,COVID-19
2022-10-11,-28 day ahead inc hosp,2022-09-13,DE,05-14,quantile,0.975,52,COVID-19
2022-10-11,-28 day ahead inc hosp,2022-09-13,DE,15-34,quantile,0.025,327,COVID-19
