forecast_date,target,target_end_date,location,age_group,type,quantile,value,pathogen
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,00-04,quantile,0.025,108,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,00-04,quantile,0.1,108,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,00-04,quantile,0.25,108,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,00-04,quantile,0.5,108,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,00-04,quantile,0.75,110,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,00-04,quantile,0.9,112,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,00-04,quantile,0.975,115,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,00+,quantile,0.025,7582,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,00+,quantile,0.1,7596,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,00+,quantile,0.25,7609,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,00+,quantile,0.5,7625,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,00+,quantile,0.75,7643,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,00+,quantile,0.9,7661,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,00+,quantile,0.975,7683,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,05-14,quantile,0.025,55,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,05-14,quantile,0.1,55,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,05-14,quantile,0.25,55,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,05-14,quantile,0.5,55,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,05-14,quantile,0.75,56,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,05-14,quantile,0.9,58,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,05-14,quantile,0.975,59,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,15-34,quantile,0.025,401,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,15-34,quantile,0.1,402,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,15-34,quantile,0.25,403,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,15-34,quantile,0.5,405,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,15-34,quantile,0.75,407,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,15-34,quantile,0.9,411,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,15-34,quantile,0.975,416,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,35-59,quantile,0.025,1008,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,35-59,quantile,0.1,1011,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,35-59,quantile,0.25,1014,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,35-59,quantile,0.5,1019,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,35-59,quantile,0.75,1025,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,35-59,quantile,0.9,1031,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,35-59,quantile,0.975,1039,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,60-79,quantile,0.025,2697,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,60-79,quantile,0.1,2702,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,60-79,quantile,0.25,2707,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,60-79,quantile,0.5,2712,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,60-79,quantile,0.75,2719,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,60-79,quantile,0.9,2726,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,60-79,quantile,0.975,2734,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,80+,quantile,0.025,3309,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,80+,quantile,0.1,3314,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,80+,quantile,0.25,3320,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,80+,quantile,0.5,3326,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,80+,quantile,0.75,3332,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,80+,quantile,0.9,3339,COVID-19
2022-12-25,-28 day ahead inc hosp,2022-11-27,DE,80+,quantile,0.975,3347,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,00-04,quantile,0.025,111,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,00-04,quantile,0.1,111,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,00-04,quantile,0.25,111,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,00-04,quantile,0.5,111,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,00-04,quantile,0.75,113,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,00-04,quantile,0.9,116,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,00-04,quantile,0.975,118,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,00+,quantile,0.025,7660,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,00+,quantile,0.1,7675,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,00+,quantile,0.25,7690,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,00+,quantile,0.5,7708,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,00+,quantile,0.75,7729,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,00+,quantile,0.9,7749,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,00+,quantile,0.975,7775,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,05-14,quantile,0.025,55,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,05-14,quantile,0.1,55,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,05-14,quantile,0.25,55,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,05-14,quantile,0.5,55,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,05-14,quantile,0.75,57,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,05-14,quantile,0.9,58,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,05-14,quantile,0.975,60,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,15-34,quantile,0.025,416,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,15-34,quantile,0.1,417,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,15-34,quantile,0.25,418,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,15-34,quantile,0.5,420,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,15-34,quantile,0.75,423,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,15-34,quantile,0.9,426,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,15-34,quantile,0.975,432,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,35-59,quantile,0.025,1010,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,35-59,quantile,0.1,1014,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,35-59,quantile,0.25,1017,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,35-59,quantile,0.5,1023,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,35-59,quantile,0.75,1030,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,35-59,quantile,0.9,1037,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,35-59,quantile,0.975,1047,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,60-79,quantile,0.025,2730,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,60-79,quantile,0.1,2735,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,60-79,quantile,0.25,2741,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,60-79,quantile,0.5,2747,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,60-79,quantile,0.75,2755,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,60-79,quantile,0.9,2763,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,60-79,quantile,0.975,2774,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,80+,quantile,0.025,3334,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,80+,quantile,0.1,3340,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,80+,quantile,0.25,3345,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,80+,quantile,0.5,3352,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,80+,quantile,0.75,3359,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,80+,quantile,0.9,3366,COVID-19
2022-12-25,-27 day ahead inc hosp,2022-11-28,DE,80+,quantile,0.975,3375,COVID-19
2022-12-25,-26 day ahead inc hosp,2022-11-29,DE,00-04,quantile,0.025,124,COVID-19
2022-12-25,-26 day ahead inc hosp,2022-11-29,DE,00-04,quantile,0.1,124,COVID-19
