forecast_date,target,target_end_date,location,age_group,type,quantile,value,pathogen
2022-11-30,-28 day ahead inc hosp,2022-11-02,DE,00-04,quantile,0.025,171,COVID-19
2022-11-30,-28 day ahead inc hosp,2022-11-02,DE,00-04,quantile,0.1,172,COVID-19
2022-11-30,-28 day ahead inc hosp,2022-11-02,DE,00-04,quantile,0.25,175,COVID-19
2022-11-30,-28 day ahead inc hosp,2022-11-02,DE,00-04,quantile,0.5,177,COVID-19
2022-11-30,-28 day ahead inc hosp,2022-11-02,DE,00-04,quantile,0.75,180,COVID-19
2022-11-30,-28 day ahead inc hosp,2022-11-02,DE,00-04,quantile,0.9,182,COVID-19
2022-11-30,-28 day ahead inc hosp,2022-11-02,DE,00-04,quantile,0.975,185,COVID-19
2022-11-30,-28 day ahead inc hosp,2022-11-02,DE,00+,quantile,0.025,9049,COVID-19
2022-11-30,-28 day ahead inc hosp,2022-11-02,DE,00+,quantile,0.1,9066,COVID-19
2022-11-30,-28 day ahead inc hosp,2022-11-02,DE,00+,quantile,0.25,9083,COVID-19
2022-11-30,-28 day ahead inc hosp,2022-11-02,DE,00+,quantile,0.5,9102,COVID-19
2022-11-30,-28 day ahead inc hosp,2022-11-02,DE,00+,quantile,0.75,9124,COVID-19
2022-11-30,-28 day ahead inc hosp,2022-11-02,DE,00+,quantile,0.9,9145,COVID-19
2022-11-30,-28 day ahead inc hosp,2022-11-02,DE,00+,quantile,0.975,9171,COVID-19
2022-11-30,-28 day ahead inc hosp,2022-11-02,DE,05-14,quantile,0.025,62,COVID-19
2022-11-30,-28 day ahead inc hosp,2022-11-02,DE,05-14,quantile,0.1,62,COVID-19
2022-11-30,-28 day ahead inc hosp,2022-11-02,DE,05-14,quantile,0.25,62,COVID-19
2022-11-30,-28 day ahead inc hosp,2022-11-02,DE,05-14,quantile,0.5,63,COVID-19
2022-11-30,-28 day ahead inc hosp,2022-11-02,DE,05-14,quantile,0.75,65,COVID-19
2022-11-30,-28 day ahead inc hosp,2022-11-02,DE,05-14,quantile,0.9,66,COVID-19
2022-11-30,-28 day ahead inc hosp,2022-11-02,DE,05-14,quantile,0.975,67,COVID-19
